1,1808,com_k2,42,it-IT,Ferrovia Spoleto - Norcia in bicicletta,/ferrovia-spoleto-norcia-in-bicicletta.html,1,118,"0",2019-09-19 09:42:54
2,4182,com_k2,44,it-IT,Aletsch in MTB: giro del sentiero panoramico da Lax,/aletsch-in-mtb-giro-del-sentiero-panoramico-da-lax.html,1,62,"0",2019-09-19 09:43:01
3,4096,com_k2,76,it-IT,Le frasi in inglese più utili quando si è in viaggio,/frasi-in-inglese-piu-utili-quando-si-e-in-viaggio.html,1,62,"0",2020-02-07 18:21:37
4,4387,com_k2,42,it-IT,Ciclovia del Volturno: percorso tra Molise e Campania in bici,/ciclovia-del-volturno-percorso-tra-molise-e-campania.html,1,62,"0",2019-09-19 09:43:02
5,1,com_phocadownload,"0",it-IT,Itinerari MTB,/tracce-gps/mtb-download,1,"0","0",2019-11-09 17:13:13
6,2604,com_k2,61,it-IT,Bramito del cervo: dove e quando ascoltarlo!,/bramito-del-cervo-dove-quando.html,1,118,"0",2019-09-19 09:43:11
7,1702,com_k2,38,it-IT,Lavorare in Nuova Zelanda con il Working holiday Visa,/lavorare-nuova-zelanda-con-working-holiday.html,1,118,"0",2019-09-19 09:43:13
8,4308,com_k2,44,it-IT,Monti Pisani in MTB,/i-monti-pisani-in-mountain-bike.html,1,9591,"0",2019-09-19 09:43:23
9,4025,com_k2,42,it-IT,Sfida in bici al Gigante del Cilento | Settimo giorno sulla Via Silente,/sfida-in-bicicletta-al-cervati-gigante-del-cilento-settimo-giorno-sulla-via-silente.html,1,62,"0",2019-09-19 09:43:26
10,4224,com_k2,42,it-IT,Lampedusa in bicicletta: informazioni per visitare l'isola a due ruote,/visitare-lampedusa-in-bicicletta.html,1,11820,"0",2019-09-19 09:43:34
11,3773,com_k2,74,it-IT,Stelvio Bike day 2019: date e orari,/stelvio-bike-day-2019-date-e-orari.html,1,118,"0",2019-09-19 09:43:37
12,3958,com_k2,42,it-IT,Tirano - Teglio in bicicletta | Itinerario cicloturistico in Valtellina,/tirano-teglio-in-bici-itinerario-di-cicloturismo-in-valtellina.html,1,9627,"0",2019-09-19 09:43:45
13,2130,com_k2,59,it-IT,Asia in bici: polvere e buche al confine birmano,/bici-in-asia-confine-birmano.html,1,62,"0",2019-09-19 09:43:46
14,3182,com_k2,42,it-IT,Ciclabile della Martesana: in bicicletta da Milano al fiume Adda,/ciclabile-martesana-in-bicicletta-da-milano-fiume-adda.html,1,118,"0",2019-09-19 09:43:47
15,3443,com_k2,47,it-IT,Trasporto bici in aereo: 50 compagnie a confronto,/trasporto-bici-aereo-costi-50-compagnie.html,1,62,"0",2019-09-19 09:43:47
16,3654,com_k2,93,it-IT,Portabici per auto: come scegliere il modello giusto,/portabici-per-auto-come-scegliere-il-modello-giusto.html,1,62,"0",2019-09-19 09:43:52
17,3907,com_k2,44,it-IT,Valcamonica in MTB: la scalata al Monte Pagano,/val-camonica-in-mtb-monte-pagano.html,1,10305,"0",2019-09-19 09:43:53
18,3454,com_k2,93,it-IT,Borsa da manubrio per bici: come e quali scegliere,/borsa-da-manubrio-per-bici-come-e-quali-scegliere.html,1,62,"0",2019-09-19 09:43:54
19,3567,com_k2,186,it-IT,Olanda in bici: itinerario tra mulini a vento e castelli,/olanda-in-bici-itinerario-mulini-a-vento.html,1,118,"0",2019-09-19 09:43:59
20,4267,com_k2,42,it-IT,Sulle tracce degli Etruschi: 500 km di ciclovia da Spina a Populonia,/sulle-tracce-degli-etruschi-500-km-da-spina-a-populonia.html,1,12315,"0",2019-09-19 09:44:03
21,4341,com_k2,42,it-IT,Giro della Concarena in bici da corsa tra Valle Camonica e Val di Scalve,/giro-della-concarena-in-bdc-itinerario-tra-valle-camonica-e-scalve.html,1,10305,"0",2019-09-19 09:44:09
22,3510,com_k2,42,it-IT,"Portogruaro - Sesto al Reghena, il giro delle Abbazie in bici",/portogruaro-sesto-al-reghena-il-giro-delle-abbazie-in-bici.html,1,118,"0",2019-09-19 09:44:11
23,3372,com_k2,93,it-IT,Quali tende da campeggio acquistare per il cicloturismo,/quali-tende-da-campeggio-acquistare-per-il-cicloturismo.html,1,62,"0",2019-09-19 09:44:12
24,2305,com_k2,73,it-IT,"Fosco Maraini, esploratore ed alpinista fiorentino",/grandi-viaggiatori-fosco-maraini-esploratore.html,1,118,"0",2019-09-19 09:44:31
25,2836,com_k2,42,it-IT,Ischia in bici: da Forio alla spiaggia dei Maronti,/ischia-in-bici-da-forio-alla-spiaggia-maronti.html,1,118,"0",2019-09-19 09:44:36
26,1576,com_k2,33,it-IT,Trekking Dolomiti: due giorni tra Catinaccio d'Antermoia e Sciliar,/trekking-sciliar-catinaccio-dolomiti.html,1,118,"0",2019-12-01 01:24:54
27,1901,com_k2,44,it-IT,MTB a Modena: sulle colline tra Zocca e Samone,/mtb-modena-colline-di-zocca-e-samone.html,1,62,"0",2019-09-19 09:44:52
28,1779,com_k2,42,it-IT,Ciclabile dell'Adige: da Merano a Verona in bici,/ciclabile-adige-cicloturismo-trentino.html,1,62,"0",2019-09-19 09:45:02
29,4197,com_k2,207,en-GB,Dolomites cycleway: from Dobbiaco to Calalzo di Cadore by bicycle,/en/dolomites-cycleway-on-a-old-rail-trail-from-dobbiaco-to-calalzo-di-cadore-by-bicycle.html,1,118,"0",2020-02-05 01:20:52
