1,"0",config,"0000-00-00 00:00:00","0","{""openssl_exec_path"":""\/usr\/bin\/openssl"",""registrationPlansEnabled"":""1"",""enableFreeRegisteredUser"":""1"",""createAlsoFreeSubscriptions"":""0"",""showRenewButtons"":""1"",""upgradePlansEnabled"":""1"",""currency_code"":""EUR"",""secondary_currency_code"":"""",""numbers_separators"":""|*|,"",""price_number_format"":""%.2f"",""price_roundings"":""100"",""price_currency_format"":""%1$s %3$s"",""allow_select_currency"":""0"",""currency_conversion_markup_percent"":""0"",""massexpirymethod"":""1"",""massautorenewalsnumber"":""100"",""massrenewaloutputincron"":""1"",""massrenewalemail"":""administrator@lifeintravel.it"",""https_posts"":""1"",""subscription_name"":""subscription"",""subscriptions_name"":""subscriptions"",""regTitle"":""Subscription"",""regDisplayLines"":""2"",""profileTitle"":""Ciao Lifeintraveler"",""period_for_price_text"":""%3$s%2$s%1$s"",""regtextFor"":""for"",""regtextFree"":""Free"",""regtextLifetime"":""Lifetime Subscription"",""showtime"":""0"",""display_subscriptions_on_user_profile"":""1"",""plansLoginOrRegisterText"":""If you already have an account, please login first. Otherwise you need to register using this form."",""plansDisplayIntroText"":""We suggest subscribing to following subscriptions:"",""intro_text"":""<p>Hai effettuato la registrazione con successo, ma il tuo piano di abbonamento non \u00e8 ancora attivo. Devi ancora effettuare il pagamento.<\/p>"",""intro_text_upgrade"":""<p>Paga ora l'upgrade del tuo piano di abbonamento o il prodotto acquistato.<\/p>"",""intro_text_renew"":""<p>Paga ora il rinnovo del tuo abbonamento o il prodotto acquistato.<\/p>"",""conclusion_text"":""<p>Clicca il pulsante per pagare:<\/p>"",""final_text"":"""",""payment_method_selection_type"":""buttons"",""basket_requiredterms"":""0"",""order_image"":""confirm_order"",""order_custom_image"":"""",""order_custom_css"":"""",""freetrial_image"":""free_trial"",""freetrial_custom_image"":"""",""freetrial_custom_css"":"""",""freetrial_radio_name"":""Free trial"",""freetrial_radio_alt"":""Subscribe to free trial period only"",""freetrial_radio_description"":"""",""cancel_subscription_link_text"":""Cancel payment and subscription"",""basket_items_view_type"":""0"",""basket_item_name"":""[ITEMS_ALIASES]"",""basket_timeout_user"":""3"",""basket_timeout_admin"":""24"",""invoices_numbering_type"":""0"",""invoice_number_format"":""[PREFIX_TEXT][NUMBER:0000]"",""invoice_number_increment"":""1"",""invoice_title_format"":""Ricevuta [INVOICENUMBER]"",""baskettotalizerordering"":{""subtotal1"":""10"",""subtotal2"":""0"",""promotion"":""20"",""salestax"":""40"",""subtotal3"":""0"",""subtotal4"":""0"",""grandtotal"":""100""},""totalizer_artnum_subtotal1"":"""",""totalizer_description_subtotal1"":""Sub-Totale"",""totalizer_artnum_grandtotal"":"""",""totalizer_description_grandtotal"":""[AUTOMATIC]"",""invoicing_address_query"":""2"",""invoicing_address_required_into_text"":""<p>Abbiamo bisogno del tuo indirizzo completo per emettere la fattura dopo il tuo pagamento. Per favore completa i campi qui sotto. Queste informazioni verranno utilizzate solo per la fatturazione e la spedizione (se non avrai fornito un indirizzo diverso nel tuo profilo) e non appariranno pubblicamente.<\/p>"",""invoice_cb_field_firstname"":""46"",""invoice_cb_field_lastname"":""48"",""invoice_cb_field_company"":""210"",""invoice_cb_field_address"":""112"",""invoice_cb_field_city"":""94"",""invoice_cb_field_state"":""87"",""invoice_cb_field_zipcode"":""95"",""invoice_cb_field_country"":""203"",""invoice_cb_field_phone"":""90"",""invoice_cb_field_vat_number"":""208"",""show_invoices"":""1"",""invoices_show_period"":""0000-12-00 00:00:00"",""invoice_header"":""<p><img src=\""images\/banners\/lifeintravel-logo-corto-2016.png\"" alt=\""Life in Travel\"" style=\""margin-top: 5px; margin-bottom: 5px;\""><\/p>"",""invoice_header_alt_text"":""lifeintravel.it"",""invoice_header_align"":""center"",""invoicer_address"":""<div style=\""text-align: right;\"">Libes Srl<br>via IV Novembre, 32<br>Riva di Solto (BG)<br>P.IVA: 04498450164<\/div>"",""invoice_address_format"":""<p><strong>[ADDRESS_COMPANY]<\/strong><br>[ADDRESS_FIRST_NAME] [ADDRESS_LAST_NAME]<br>[ADDRESS_STREET]<br>[ADDRESS_CITY]<br>[ADDRESS_ZIPCODE]<br>[ADDRESS_VAT_NUMBER]<\/p>"",""invoice_conditions"":""<p>L'utilizzo, l'abbonamento e gli acquisti sono soggetti ai termini e condizioni che trovi su [SITEURL].<\/p>"",""invoice_footer"":""<p><img src=\""images\/banners\/lungo-136x50.png\"" alt=\""lungo 136x50\"" style=\""margin: 5px auto; display: block;\""><\/p>"",""invoice_footer_alt_text"":""Ricevuta Life in Travel"",""invoice_footer_align"":""center"",""invoice_items_view_type"":""0"",""show_payments_history"":""0"",""showUnsubscribeButtons"":""1"",""unsubscribe_intro_text"":""<p>Ci spiace vederti andar via. \ud83d\ude25 Se possiamo fare qualcosa per migliorare il nostro abbonamento o servizio ti preghiamo di <a href=\""index.php?option=com_contact&amp;view=contact&amp;id=1&amp;Itemid=274&amp;lang=it\"" title=\""Contattaci\"">scriverci<\/a>.<\/p>\r\n<p>In caso contrario, \u00e8 sufficiente confermare la cancellazione immediata del tuo abbonamento qui sotto. Non sono previsti rimborsi di alcun tipo per la cancellazione<\/p>"",""unsubscribe_confirmation_text"":""<p>Ti confermiamo la cancellazione dell'abbonamento %s. Grazie per aver trascorso del tempo con noi e speriamo di rivederti presto.<\/p>\r\n<p>Buone pedalate!<\/p>"",""showCancelAutorecurringsButtons"":""1"",""subscriptionExpiredText"":""<p>Il tuo abbonamento \u00e8 scaduto<\/p>"",""subscriptionNeededText"":""<p>Devi sottoscrivere un piano di abbonamento per avere l'accesso.<\/p>"",""subscriptionExpiredRedirectLink"":"""",""subscriptionNeededRedirectLink"":"""",""template"":""rounded"",""show_cc_ccv"":""1"",""keep_http_session"":""0"",""security_logos_and_seals"":"""",""cc_http_test_mode"":""https"",""cc_form_display_style"":""stacked"",""integration_cbsubspromotions_enabled"":""1"",""integration_cbsubspromotions_coupon_label_text"":""Enter Coupon code if available:"",""integration_cbsubspromotions_coupon_addbutton_text"":""Redeem Coupon"",""integration_cbsubspromotions_coupon_description"":"""",""integration_cbsubspromotions_coupon_removebutton_text"":""Remove"",""integration_cbsubsmailer_enabled"":""1"",""integration_cbsubsmailer_mailspercron"":""100"",""integration_cbsubsmailer_maxretrials"":""3"",""integration_cbsubsmailer_retrialhours"":""24"",""integration_cbsubsmailer_email_template_html"":""<p>[MESSAGE_CONTENT]<\/p>\r\n<p>&nbsp;<\/p>"",""integration_cbsubsmailer_email_template_text"":""[MESSAGE_CONTENT]"",""integration_cbsubsmailer_pm_template"":""[MESSAGE_CONTENT]"",""integration_cbsubstax_enabled"":""1"",""integration_cbsubstax_taxes_included"":""3"",""integration_cbsubstax_system_buyer_country_iso_code2"":""IT"",""integration_cbsubstax_system_buyer_province_iso_code"":"""",""integration_cbsubstax_system_buyer_province_iso_code_zip_code"":"""",""integration_cbsubstax_system_seller_country_iso_code2"":""IT"",""integration_cbsubstax_system_seller_province_iso_code"":""IT-BG"",""integration_cbsubstax_system_seller_province_iso_code_zip_code"":""24060"",""postafpro_install"":""http:\/\/"",""postafpro_account"":""default1"",""postafpro_cookieChecking"":""0"",""postafpro_coupons"":""0"",""postafpro_optfield1"":"""",""postafpro_optfield2"":"""",""postafpro_optfield3"":"""",""postafpro_optfield4"":"""",""postafpro_optfield5"":"""",""idevaf_install"":""http:\/\/"",""idevaf_coupons"":""0"",""idevaf_optfield1"":"""",""idevaf_optfield2"":"""",""idevaf_PendingSales"":""0"",""googleanalytics_trackingcode"":"""",""googleanalytics_domainname"":"""",""integration_cpaycontent_allowIntro"":""1"",""integration_cpaycontent_access"":""7|*|8"",""folderaccess_method"":"""",""lastsavedversion"":""4.6.1+build.2022.12.07.19.01.29.fbff56452"",""task"":""savePlugin""}"
2,"0",license,"0000-00-00 00:00:00","0",""
500,"0",number.invoice,2022-12-17 21:49:31,7127,"{""lastrestart"":""2020-07-24""}"
501,230,stripe,2022-04-11 14:39:19,"0","{""customer_id"":""cus_LUN9IYR5TXHam8""}"
502,24081,stripe,2021-02-17 17:10:12,"0","{""customer_id"":""cus_IxpBGvoywEPDNz""}"
503,24096,stripe,2021-02-17 20:12:59,"0","{""customer_id"":""cus_Ixs8R43g4crqAm""}"
504,24121,stripe,2021-02-20 10:57:18,"0","{""customer_id"":""cus_IyqqrRKBmzKEHb""}"
505,12315,stripe,2021-02-21 20:49:41,"0","{""customer_id"":""cus_IzNdd7uEFuaEP4""}"
506,23911,stripe,2021-02-24 07:12:12,"0","{""customer_id"":""cus_J0I7sRqJm2Fxgj""}"
507,24155,stripe,2021-02-24 10:36:27,"0","{""customer_id"":""cus_J0LQGHxOiXYxGj""}"
