1,9630,profile.9630.avatar,"0",,,"0",1,"0",2021-03-19 15:35:54,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
2,24382,profile.24382.avatar,"0",,,"0",1,"0",2021-03-19 16:16:13,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
3,24383,profile.24383.avatar,"0",,,"0",1,"0",2021-03-19 16:43:17,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
4,24362,profile.24362.avatar,"0",,,"0",1,"0",2021-03-20 12:33:49,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
5,62,profile.118,"0",,È arrivata la prima stampa di Impronte Magazine!!! :fearful:,"0",1,"0",2021-03-20 21:24:18,"{""theme"":0,""action"":{""id"":0,""message"":"""",""emote"":0},""location"":{""id"":0,""place"":"""",""address"":""""},""links"":[],""gallery"":[1]}"
6,268,profile.268.avatar,"0",,,"0",1,"0",2021-03-21 22:55:34,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
7,24423,profile.24423.avatar,"0",,,"0",1,"0",2021-03-23 18:28:33,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
8,21736,profile.21736.avatar,"0",,,"0",1,"0",2021-03-24 09:28:07,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
9,21736,profile.21736.canvas,"0",,,"0",1,"0",2021-03-24 09:40:18,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
10,24301,profile.24301.avatar,"0",,,"0",1,"0",2021-03-24 12:33:18,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
11,24301,profile.24301.canvas,"0",,,"0",1,"0",2021-03-24 12:34:14,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
12,24446,profile.24446.canvas,"0",,,"0",1,"0",2021-03-25 13:00:08,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
13,13910,profile.13910.avatar,"0",,,"0",1,"0",2021-03-25 14:20:00,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
14,24472,profile.24472.avatar,"0",,,"0",1,"0",2021-03-28 14:55:11,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
15,24355,profile.24355.avatar,"0",,,"0",1,"0",2021-03-30 13:07:55,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
16,24508,profile.24508.avatar,"0",,,"0",1,"0",2021-04-01 11:16:22,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
17,24523,profile.24523.avatar,"0",,,"0",1,"0",2021-04-03 11:49:04,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
18,24551,profile.24551.avatar,"0",,,"0",1,"0",2021-04-06 12:46:16,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
19,13302,profile.13302,"0",,Tracce gps giro tagliamento,"0",1,"0",2021-04-06 15:51:20,"{""theme"":0,""action"":{""id"":0,""message"":"""",""emote"":0},""location"":{""id"":0,""place"":"""",""address"":""""},""links"":[]}"
20,24554,profile.24554.avatar,"0",,,"0",1,"0",2021-04-06 18:23:38,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
21,24366,profile.24366.avatar,"0",,,"0",1,"0",2021-04-06 19:02:09,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
22,24564,profile.24564.avatar,"0",,,"0",1,"0",2021-04-06 19:10:17,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
23,18789,profile.18789.avatar,"0",,,"0",1,"0",2021-04-07 04:17:58,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
24,24570,profile.24570.avatar,"0",,,"0",1,"0",2021-04-07 11:16:19,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
25,24570,profile.24570.canvas,"0",,,"0",1,"0",2021-04-07 12:38:56,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
26,24588,profile.24588.avatar,"0",,,"0",1,"0",2021-04-08 16:36:26,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
27,24616,profile.24616.avatar,"0",,,"0",1,"0",2021-04-11 08:18:36,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
28,13194,profile.13194.avatar,"0",,,"0",1,"0",2021-04-11 13:51:50,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
29,24638,profile.24638.avatar,"0",,,"0",1,"0",2021-04-12 18:39:07,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
30,24640,profile.24640.avatar,"0",,,"0",1,"0",2021-04-12 19:27:28,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
31,24663,profile.24663.canvas,"0",,,"0",1,"0",2021-04-15 06:52:29,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
32,18323,profile.18323.avatar,"0",,,"0",1,"0",2021-04-15 07:44:19,"{""defaults"":{""tags_asset"":"""",""tags_user"":"""",""likes_asset"":"""",""likes_user"":"""",""comments_asset"":"""",""comments_user"":""""}}"
