5,"Salve a tutti, questo forum ? stato creato per chiunque voglia lasciare o richiedere informazioni generali relative ad un viaggio compiuto o da compiere.

Qualsiasi notizia, anche le pi? banali, riguardanti una localit? mai vista, possono essere utili nella fase di organizzazione di un viaggio e per questo credo che l'esperienza personale di chi abbia visistato un luogo prima di noi sia molto pi? valida di una semplice guida turistica, spesso poco chiara e dispersiva.

Quindi, chi vuole chiedere qualcosa, chieda, e chi pu? rispondere, risponda! 
(che perla di saggezza, eh!)

Buona discussione.
Leo."
1472,"Ciao,
io l'ho fatta l'anno scorso da Nantes a Biarritz; attenzione perché le due opzioni da te indicate non sono paragonabili, da Roscoff a Nantes saranno 300 km mentre da Nantes a Bayonne più o meno 800..."
1473,"si lo so, ma per strani incastri (sopratutto di treni) possiamo farne solo 1 delle 2, sceglieremo nantes-bayonne :) a te è piaciuta? hai consigli particolari? :)"
1474,"In agosto vorremmo fare un viaggetto che comprenderà anche il percorso lungo il Danubio da Hienheim a Passau. Ne sapete niente? Avremo due bici ibride, cioè sullo sterrato dovrebbero comportarsi bene e difendersi anche sull'asfalto, ma non riusciamo ad avere notizie sulla percorribilità, il tipo di fondo, la disponibilità di alloggio. Grazie a tutti, se poi qualcuno avesse un gpx sarebbe meraviglioso...:blush:"
10,"ovviamete questa sezione del forum è ricca di messaggi sempre nuovi, come le altre del resto.:evil: 
mi sa che l'unico utente sono io.

fierezza sempre!"
14,"[quote]mi sa che l'unico utente sono io.[/quote]

E come sempre hai ragione!

I forum dei miei siti sono sempre ricchi e visitatissimi...
ma con il tempo vedrai!:("
17,"[b]Leo scritto:[/b]
[quote]ma con il tempo vedrai!:([/quote]

I HOPE!"
32,"Mi è stato chiesto di aprire questo topic...

Basta ipocrisia e basta retorica!!!!!!!!
Leo, leggendo i tuoi utlimi articoli traspare che è giunta l'ora di prendere la via del ritorno..."
33,"Sono parzialmente d'accordo con tirapacchi altrimenti detto il Bracconiere. Basta retorica, basta seghe, basta ipcrisia!!!!!!:evil: 
Ma quando scrivi i  tuoi articoli ti spari in vena e/o sniffi miele (fra parentesi non so come tu possa farlo, chiusa parentesi)????
cmq il problema risiede nel fatto che sei circondato da SOLI uomini SOLI...non ti hanno mica fatto diventare la loro donna, vero?  forse è per questo che sei così mieloso e logorroico? p.s. non me ne vogliano  a male ,x un filini di misoginia, le poche donne che seguono questo forum....
l'uico rimedio è trasferirsi sulla costa, tipo a surfer paradise, trovare un lavoro che non ti costringa a stare tutto il giorno piegato a 90 in mezzo ad altri maschioni, e poi bombarsi un pò di belle australiane o tedesche.

ti ricordo un pò di vocaboli che ti potrebbero essere utili in questa nuova fase:
blowjob = pompino
wonk = sega
how much do you want to fuck? = quanto vuoi per scopare?

ciauz"
34,"[b]The best...ia scritto:[/b]
[quote]Sono parzialmente d'accordo con tirapacchi altrimenti detto il Bracconiere. [/quote]

Perchè parzialmente? Io condivdo tutto quello che dici, solo che aspettavo si accendesse il forum per esprimermi compiutamente.

Con gli aborigeni tra la lattuga
il Leo non tenta più la fuga
Aspettan solo che ti chinasti
O RE DEI PEDERASTI!!! (CHORUS)

Forse parzialmente perchè visto come è ridotto, è meglio che non torni e resti dov'è!!!!"
35,mii bracco ma quanto ci hai messo per comporre questo splendido sonetto? Non te ghai en casso da fare al lavoro? Quando il gatto non c'è i topi ballano?
36,"[b]The best...ia scritto:[/b]
[quote]mii bracco ma quanto ci hai messo per comporre questo splendido sonetto? Non te ghai en casso da fare al lavoro? Quando il gatto non c'è i topi ballano?[/quote]

cara bestiaccia, qui si lavora!!!! B)  
L'ho fatto in pausa pranzo, ma devo ammettere che a volte mi prendo qualche quarto d'ora per queste cose. :whistle:"
37,"Grazie!
Evitero` di scrivere ulteriori articoli ipocriti.

ma prima vorrei sapere una cosa:
chi ti ha chiesto di aprire questo topic Tirapachi?
poteri superiori?!?

Cmq, la via del ritorno e` vicina...
mi restano solo 4 mesi da godermi quaggiu`.

Poi tornero` in mezzo agli amici che mi supportano e mi sostengono!

The best...ia: surfers paradise e` qui a due passi ma non credo che ci andro`... troppe belle ragazze in bikini e topless laggiu`...

Grazie per essere sempre raffinato e sofisticato nei tuoi post: nn lo censuro solo perche` sei uno dei pochi che scrive su qst forum!

Va be`, cerchero` di essere meno smielato prossimamente...

See you in hell!:evil:"
38,"[b]Leo scritto:[/b]
[quote]Grazie!
Evitero` di scrivere ulteriori articoli ipocriti.

Va be`, cerchero` di essere meno smielato prossimamente...

See you in hell!:evil:[/quote]

:S 

hai iniziato male, visto l'ultimo articolo sui cieli australiani (testualmente: \&quot;Sono tutto solo sul ponte della barca ad ammirare questo cielo, ascoltando le onde frangersi sulla chiglia della Broomswick, cullato dal lento rollio ed ancora una volta sono sull`orlo delle lacrime per la felicita` data dal posto magico e dalla sensazione di assoluta liberta` che esso mi fa provare\&quot;).
Ad ogni modo il sito è tuo e puoi scrivere quello che vuoi: lascia che ti dica che non ti credevamo così poeta (per non essere volgari...).

:dry: 

the Best...ia:evil:  e il suo amico arrampicatoreB)  mi hanno chiesto di aprire il topic, ma uno fa qualche visita di rado e l'altro non si ricorda nemmeno l'indirizzo del sito: ci si imbatte per sbaglio una volta ogni due-tre mesi.

take care! ;)"
64,"Questo thread discute l'articolo: [url=http://www.lifeintravel.it/index.php?option=content&task=view&Itemid=1&id=221]Travel gallery[/url]

B) le foto sono bellissime!!!

la mia preferita tramonto ad adelaide, mentre mi sembrano poco significative e un po' ipocrite (:evil: ) fuochi d'artificio, kangaroo, uluru, forme, l'occhio e vele famose...

cmq complimenti. ci sentiamo, ciao!!!"
65,":sick: citazione: Se hai fatto un viaggio visitando luoghi che ti sono rimasti nel cuore e vuoi condividere le tue emozioni ed esperienze con altri viaggiatori, registrati su \&quot;Life in Travel\&quot; ed inviaci il tuo viaggio.  Sarà pubblicato nella categoria \&quot;Viaggi=&gt; I viaggi degli amici\&quot;. 

in quanti siete Leo? inviaci il tuo viaggio..
tanto lo sappiamo benissimo che dietro sto sito ci 6 solo te.. sto plurale ipocrita sa un po' di pontificato!!!!!"
66,"Grazie dei complimenti;) 

Ma non ti potevi fermare a quelli?:angry: 

Poco siginficative ok, ma ipocrite!:dry:  Pure le foto?

Va be', cerchero' di essere meno ipocrita anche quando premo il pulsante della macchina fotografica!:P"
67,"ormai è di moda dire che tutto è ipocrita su questo sito...
le foto sono bellissime, quasi tutte. ;) non posso elogiarti troppo, va a finire che ti gasi. 

aspetto le foto maori! ciao"
68,"Grazie Tirapacchi!

E' vero, poi mi gaso troppo.:P 
E poi non dovresti dire le bugie:whistle: ... anche se a fin di bene!B) 


Per i Maori credo ci vorra' un pochetto!
Ma per ora nn ho nulla da fare quindi mi diverto qui."
69,"Questo annuncio era stato inserito appena fatto l'upload del sito on-line,
nella speranza (vana:( ) che diventasse un po' piu' popolare e qualcuno mi desse una mano a gestire le miriadi di mail spedite!

Le miriadi di mail nn sono mai state spedite... ma io attendo fiducioso:huh: !

Sempre grazie dei tuoi generosi commenti, se nn ci fossi tu....!"
76,"Questo thread discute l'articolo: [url=http://www.lifeintravel.it/index.php?option=content&task=view&Itemid=1&id=227]Diritti umani ed olimpiadi[/url]

boicottiamo le olimpiadi!

senza ipocrisia e con rispetto"
77,"[quote]boicottiamo le olimpiadi![/quote]

Non so se tu sia ironico o meno, ma sono d'accordo con te!

Dubito che tra le federazioni e gli atleti qualcuno abbia l'intenzione di farlo ma nel nostro piccolo credo possiamo fare qualcosina anche noi, ad esempio evitando di guardarle e leggerle! 
Gli sponsor scappano se l'evento e' un flop mediatico e gli sponsor sono tutto nel business olimpico!"
78,"non sono ironico, io sono per boicottarle sul serio.
che poi, visto come segue questi eventi la tv italiana non sarà nemmeno troppo difficile..."
79,":ohmy: ciao leo, da quand'è che esiste la versione inglese di questo sito? ho visto che anche gli ultimi articoli che hai scritto sono bilingui.... 
adesso che sei a casa a non far nulla potresti iniziare a tradurre anche quelli vecchi!!!!!:evil:  hi hi hi"
80,"[quote] 	 ciao leo, da quand'è che esiste la versione inglese di questo sito? ho visto che anche gli ultimi articoli che hai scritto sono bilingui....
[/quote]

Le traduzioni sono iniziate qualche settimana fa...:unsure: 

[quote]adesso che sei a casa a non far nulla potresti iniziare a tradurre anche quelli vecchi!!!!! hi hi hi[/quote]

E' quello che sto' facendo... purtroppo!:angry: 


Se mi vuoi dare una mano, visto che anche tu non fai nulla anche se non sei a casa, l'accetto volentieri!:evil: 

Fammi sapere..."
81,":dry: lascio a te l'ingrato compito... io l'inglese prorio non lo capisco...
e poi dovrei sciropparmi di nuovo tutta l'ipocrisia dei tuoi articoli, quella che mi sono lasciato alle spalle dopo la loro lettura (ce n'è voluto di coraggio!!:huh: )
no grazie... ;)"
82,"Questo thread discute l'articolo: [url=http://www.lifeintravel.it/index.php?option=content&task=view&Itemid=1&id=243]Spegnamo le olimpiadi![/url]

:angry: l'ho letto tutto l'articolo, come promesso... magari se ne scrivi altri di così lunghi falli a puntate, così mi la lettura mi riesce più attenta...

allora boicottiamole ste olimpiadi!!! perchè gliele avranno date poi... :huh:"
83,"Azz... complimenti!:silly: 

Sempre e comunque un mito!

Va bene, prossimamente cercherò di abbreviare gli articoli!:whistle: 

...e certo: la TV la si potrebbe spegnere già da ora, data la qualità qui in Italia! 
Sicuramente si DEVE spegnere durante i giochi!

Human rights for Tibet... e non solo!"
84,"ci proveremo ;)"
85,"Come ci proveremo?:angry: 

Lo faremo!:) 

E in quei giorni si andrà su per le alpi con la bc!"
86,va bene...
87,"Sono un pò indeciso!

Vorrei modificare il forum e passare da quello attuale a [url=http://lifeintravel.forumfree.net/]questo qui[/url]!

Non mi sembra male e fa parte di una grande community.

Il problema è che perderei tutti i posts attuali (non che sia una gran perdita) ma soprattutto la possibilità di integrare la discussione degli articoli in home nel forum.

Che ne dite? (In pratica, che ne dici tirapacchi, unico fedele frequentatore di questo forum?)

Deciderò prima o poi il da farsi."
88,"mah... B) se questo aiuta ad aumentare un po' gli utenti.
certo questo è il forum più bello dei vari che hai provato, anche sul sito vecchio... a me piace molto. poi fai te, sarebbe anche bello che lo utilizzasse qualcun'altro.
però la perdita dei miei posts è grave, altro che no!:unsure:"
90,"Hai ragione!
Ho deciso che la perdita dei tuoi posts è troppo pesante.;) 

Per questo non modificherò il forum, lasciando questo e attendendo che qualche altra buon'anima si faccia avanti per fare due chiacchiere qui!:( 

Forza tirapacchi!!!!"
100,"Questo thread discute l'articolo: [url=http://www.lifeintravel.it/index.php?option=content&task=view&Itemid=1&id=251]Corso per istruttore di mountain bike[/url]

vedo che come sempre l'Ale ha tirato il pacco alle prime difficoltà... insomma, con una scusa si è evitato la seconda lezione (1 su 3, non so se mi spiego:unsure: )
the best...ia mi disse che in principio eravate in 2 gruppi diversi ma poi tu leo sei stato declassato per la tua annosa ripugnanza alla strada che scende, è vero? com'è che nell'articolo non ne fai cenno?
ma soprattutto, com'era la situazione gnocca? sacrifichi sempre le parti più importanti sull'altare dell'ipocrisia!"
354,"sto organizzando per il mese di febbraio un viaggio in Nuova Zelanda, in mtb, cerco compagni per fare da nor a sud durata da definirsi :)"
97,"Questo thread discute l'articolo: [url=http://www.lifeintravel.it/index.php?option=content&task=view&Itemid=1&id=248]Filmfestival della montagna[/url]

Un breve commento per dire che quest'anno il filmfestival è stato vinto da una pellicola impegnata che parla del difficile rapporto tra uomo e ambiente:
\&quot;4elements\&quot; di Jiska Rickels, olandese.

Per tutte le informazioni relative alle pellicole premiate potete vedere [url=http://www.trentofestival.it/it/news/news2530.htm]qui[/url]"
101,"[quote]vedo che come sempre l'Ale ha tirato il pacco alle prime difficoltà... insomma, con una scusa si è evitato la seconda lezione (1 su 3, non so se mi spiego )[/quote]

In realtà è poi salito a Folgaria la domenica mattina per recuperare la lezione e si è beccato un istruttore più tosto e pazzo che lo ha fatto sudare con quelli del 2° livello!:laugh: 

[quote]the best...ia mi disse che in principio eravate in 2 gruppi diversi ma poi tu leo sei stato declassato per la tua annosa ripugnanza alla strada che scende, è vero? com'è che nell'articolo non ne fai cenno?[/quote]

Se tu credi alle cavolate che dice quel pirla di the best...ia sei un pirla più di lui;) . Comunque non sono ne stato declassato ne stato promosso: ero un livello intermedio prima e lo sono ora (ne un fenomeno ne un tronco:angry: )! e poi... quale ripugnanza alla discesa??? piuttosto alle salite tecniche (devo dire che Ale in quel campo è un pò meglio di me:silly:, ma io sono una spanna sopra in discesa;) )

[quote]ma soprattutto, com'era la situazione gnocca? sacrifichi sempre le parti più importanti sull'altare dell'ipocrisia![/quote]

Ragazze in MTB davvero poche (in totale forse 5)! Nel nostro gruppo una soltanto: simpaticissima, ed ho detto tutto...
Le altre altoatesine, a dimostrare come al nord (tedeschi?!?:evil: ) le donne siano molto più amanti dello sport all'aria aperta! Erano piuttosto carine... ma per un parere tecnico chiedi ad Ale e vai sul sicuro!:S"
102,"non riesco a vedere lo slideshow, è normale?"
104,"[quote]non riesco a vedere lo slideshow, è normale?[/quote]

Io lo vedo senza problemi:
si apre come finestra popup, forse le hai bloccate nel tuo browser. 
Prova ad abilitarle e fammi sapere.

Leo."
106,"mi dice impossibile connettersi alla pagina web, errore http 404."
107,"Ora dovrebbe essere a posto anche con explorer.;) 
Ciao"
108,"sì, ora è a posto!!!"
109,"cosa sono ste foto sotto la solita frase ipocrita di apertura sito? vabbè che 6 figo con muta e surf, ma togli la foto da sotto le scritte chè altrimenti non si vedono (le sritte...)!!! in effetti ripensandoci è forse meglio così:silly:"
110,"s'è qualcosa che non mi torna... stai cambiando il sito che adesso in home page c'è sotto uno sfonbo binco e verde?
si legge meglio"
111,"Eccolo, è l'una di notte:unsure:  ma ora ho partorito una nuova veste grafica per il sito:

che ne dici?:( 

E' più classica ma secondo me si legge meglio!:woohoo:"
112,"[b]Leo scritto:[/b]
[quote]
E' più classica ma secondo me si legge meglio!:woohoo:[/quote]


si legge decisamente meglio! bene così!:laugh:"
113,"Ok!
Con la tua approvazione non cambio più!"
127,"Ragazzi, cioè leo, com'è che non si è ancora aperto questo topic sul forum?????
domani si arriva a pampeago, la tensione è a mille!!! non dico per chi tifo, però...

   [img size=429]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/2_0027428_1_thumb2.jpg[/img] 

speriamo che per il maltempo non facciano cazzate con le prossime tappe, del tipo annullamenti o accorciamenti!!"
128,"Già, già...
Non ho la più pallida idea per chi tu possa fare il tifo????:P 

Comunque è vero, speriamo nel sole o perlomeno in un tempo un pò clemente!:( 

Vai sul Manghen?

Forza Gibo!!!!!!!!!!!!!!"
129,"[b]Leo scritto:[/b]
[quote]Vai sul Manghen?
[/quote]

Mi piacerebbe... però c'ho sempre sto corso di mezzo... tu vai su?"
130,"[b]tirapacchi scritto:[/b]
[quote]tu vai su?[/quote]

Non credo,
se il tempo è così dove vuoi che vada?

Non ho voglia di prendermi una lavata."
131,"allora inchiodato alla tv, a fare il tifo.
chi vedi bene? sto contador mi sa un osso duro, se non patisce il freddo a milano ci arriva in carrozza, che dici?"
132,"...scusa se ho interrotto il discorso stamattina:blush: .

[quote]chi vedi bene? sto contador mi sa un osso duro, se non patisce il freddo a milano ci arriva in carrozza, che dici?[/quote]

Mi sa che hai proprio ragione... speriamo che crolli sul Fedaia, ma mi sa che il giro se lo giocano lui e Riccò."
136,"contador o riccò, sul fedaia non è successo molto... giro molto equilibrato, oggi la cronoscalata. per me la vince contador, anche se le pendenze sono importanti: ieri sul fedaia sgambettava nonstante non fosse al top."
137,"andata, guadagnato una manciata di secondi su tutti pellizzotti escluso..
virtualmente sul podio ma la vittoria mi sa ogni giorno più difficile, come la conquista di una tappa.
gilberto comunque un gladiatore!!!"
138,"Solito guerriero!
Peccato per quel minutino lasciato a Pescocostanzo...
Ma ci sono ancora Gavia e Mortirolo e sabato.
Il Gibo non molla. Per me sarebbe già una vittoria l'ennesimo podio della sua carriera: alla faccia di Burbarelli!"
139,":unsure: sì il podio... io, se non si vince, l'avrei barattato con la tappa di ieri.
speriamo nel mortirolo, anche se non capisco la pazzia di portare il traguardo a tirano...
nel mortirolo e nella presolana.
il giro va a uno dei primi 3, speriamo al terzo;) 

forza GIBO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
148,"No, meglio il podio di una tappa... anche se Gibo ormai ne ha una quantità industriale...

Comunque vediamo le tappe di sabato e domenica!
Spero il Gibo ci provi, se dovesse saltare è lo stesso ma almeno ci avrebbe provato...

Vediamo Mortirolo e Presolana."
149,aspettiamo dopodomani allora....
152,"Allora Leo ancora da definire il nome della associazione? NOMEASSOCIAZIONE mi sa davvero brutto:S , la mia proposta non è cambiata: LifeInTravel, oppure lifeintravel.it.
Mi piace anche SwetBike.
Per le escursioni non ho però capito se noleggiate solo il caschetto o anche la bici...

Intanto prepara la BDC per domenica, obiettivo Menador e Passo Vezzena. Ci sentiamo per questa e per le altre nostre faccende.

 [img size=448]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/menadorforum.gif[/img] 

a presto"
153,"di luca perfetto oggi, adesso il giro se lo gioca anche lui, sopratutto lui.
per noi è finita, neinte podio e a meno di miracoli domani niente tappe.

amen
forza gibo, sempre!!!"
154,"E' già!
Grande Di Luca e Savoldelli, finalmente qualcuno con le palle in questo giro!

Buono Riccò anche se ha aspettato troppo! Doveva partire sulla Presolana e oggi sarebbe rosa, è il più forte in salita.
Non mi aspettavo che il Gibo crollasse, non gli è mai successo in tutti quesi anni! Comunque è e resta un grande. 
Domani altra tappa interessantissima, questo giro mi è proprio piaciuto: nessun padrone, tanti protagonisti e continui stravolgimenti.

Credo che se il Gibo si riprende un attimo domani lo vedremo partire già sul Gavia sperando in una tappa, altrimenti significa che ha finito la benza."
155,"infatti l'attacco c'è stato.
giro finito, contador il suo re. all'anno prossimo..."
156,"Ha vinto il migliore!
Ed è stato un gran bel giro.

Gibo solito cuor di leone, peccato che Sella quest'anno in salita era imprendibile!:angry: 

Va bè, ora lui si converte alla MTB, dovresti farlo anche tu!:P"
157,"[quote]Allora Leo ancora da definire il nome della associazione? NOMEASSOCIAZIONE mi sa davvero brutto , la mia proposta non è cambiata: LifeInTravel, oppure lifeintravel.it.
[/quote]

Bè, effettivamente NOMEASSOCIAZIONE è davvero brutto.

Ora si pensa a Naturbike oppure Sweat and fun bike.
Cosa ne pensi? 
Lifeintravel non rende molto per la MTB!

[quote]Intanto prepara la BDC per domenica, obiettivo Menador e Passo Vezzena. Ci sentiamo per questa e per le altre nostre faccende.[/quote]

Menador domato!

Anche se non ero fresco come al solito ho tirato su il Francesco per il suo record :laugh: e poi speravo di tirar su anche te... ma mi sarebbe servita una gru:whistle:.

D'altronde l'altimetria che hai postato rende perfettamente l'idea! Bella bella e superpanoramica:

CONSIGLIATA A TUTTI, TURISTI IN PRIMIS!"
158,"[b]Leo scritto:[/b]
[quote]

Bè, effettivamente NOMEASSOCIAZIONE è davvero brutto.

Ora si pensa a Naturbike oppure Sweat and fun bike.
Cosa ne pensi?[/quote] 

voto per sweat and fun bike, che mi pare la più gettonata...

[quote]
Menador domato!

Anche se non ero fresco come al solito ho tirato su il Francesco per il suo record :laugh: e poi speravo di tirar su anche te... ma mi sarebbe servita una gru:whistle:.
[/quote]

ammetto di essere in forte ritardo di condizione (2'05'' più del mio personale:unsure: ,6'55'' più del francesco:( :( :( :( :( ), ma in verità ti dico: è voluto, perchè l'obbiettivo di quest'anno è datato 31 agosto...

 [img size=448]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/stelviopforum.gif[/img] 

lì quest'anno darò battaglia, vedrai che faticherete.
non ho detto che arrivo su prima di voi, ma preparatevi perchè stavolta vi tiro il collo :evil: 
segnati la data;)"
159,"[b]Leo scritto:[/b]
[quote]Ha vinto il migliore!
Ed è stato un gran bel giro.

Gibo solito cuor di leone, peccato che Sella quest'anno in salita era imprendibile!:angry: 

Va bè, ora lui si converte alla MTB, dovresti farlo anche tu!:P[/quote]

vivo per la bdc, lo sterrato non fa per me, neanche se trattasi di ciclocross...
sono possibilista per qualche giro soft..."
161,"[quote]vivo per la bdc, lo sterrato non fa per me, neanche se trattasi di ciclocross...[/quote]

Non sai cosa ti perdi!!!!!!!!!!!!!!!;)"
162,"[quote]... è voluto, perchè l'obbiettivo di quest'anno è datato 31 agosto...[/quote]

Bè, spero proprio di vederti lì davanti a tirarmi:silly: 

[quote]lì quest'anno darò battaglia, vedrai che faticherete.[/quote]

Si fatica anche se non darai battaglia! 25km di salita per arrivare a 2500m di altitudine: chi non farebbe fatica???

Certo che spero di non prendermi una broncopolmonite in cima aspettandoti troppo!!!!!!:evil: 

[quote]segnati la data[/quote]

Data segnata."
183,"passo stasera a portarti i miei documents... verso le sei - sei e dieci
ciaoB)"
184,"Grazie di essere passato!

Mi sono dimenticato di darti il completino che ti avevo detto:dry:,
quando vuoi passa di nuovo, o magari farò un salto io da te..."
185,":laugh: tranquillo, ci si becca di sicuro quanto prima!!"
196,"Eccoci qui,
rientrato da un bellissimo week end lungo a Les 2 Alps per seguire mio fratello alla Granfondo di BDC La Marmotte, con Glandon, Telegraphe, Galibier e Alpe d'Huez da scalare. 

Due giornate fantastiche, mio fratello ha vinto :woohoo: in volata sull'olandese Dekker dopo aver provato a staccarlo sull'ultima mitica salita.

A breve inserirò un articolo più approfondito sui tre giorni passati in Francia,
purtroppo senza foto poichè non avevo la macchina fotografica.
:( 
:( :("
197,"fantastico!!!! che invidia.... grande il fratellone, ma scommetto che invece di seguirlo in ammiraglia te ne sei fregato della corsa e sei andato a scalarti quei mitici colli.. la prossima volta vengo anch'io, a fare un po' di gregariato!!"
198,"[b]tirapacchi ha espresso, nel pieno possesso delle sue facoltà mentali, la seguente opinione:[/b]
[quote]fantastico!!!! che invidia.... grande il fratellone, ma scommetto che invece di seguirlo in ammiraglia te ne sei fregato della corsa e sei andato a scalarti quei mitici colli.. la prossima volta vengo anch'io, a fare un po' di gregariato!![/quote]

Bè dai, ci sei stato una settimana prima di me anche tu!:) 

Comunque ho fatto entrambe le cose:
venerdì perlustrazione del percorso con Croix de Fer (Glandon) Telegraphe e Galibier (ma senza Alpe d'Huez) in bici, sabato gara in ammiraglia (bello anche così!) e sabato salita a Les 2 alps (era in programma l'Alpe d'Huez ma dopo 10km ha iniziato a diluviare e cosi' ho girato la bici e sono rientrato in albergo).:angry: 

Il prossimo anno si va insieme per farne qualcun'altra!:unsure:"
199,"[b]Leo ha espresso la seguente opinione:[/b]
[quote]
Il prossimo anno si va insieme per farne qualcun'altra!:unsure:[/quote]:laugh: 

straquoto :laugh: 
alpe d'huez imprescindibile. inizierò la preparazione dopo l'appntamento principe di questa stagione, datato 31 agosto, come già dichiarato..."
200,"Magari prima si potrebbe puntare a Mortirolo e Zoncolan! :blink: 
In fondo sono anche loro mitici e sono di casa nostra:P"
201,"[b]Leo ha espresso, nel pieno possesso delle sue facoltà mentali, la seguente opinione:[/b]
[quote]Magari prima si potrebbe puntare a Mortirolo e Zoncolan! :blink: 
In fondo sono anche loro mitici e sono di casa nostra:P[/quote]

si, ma vuoi mettere il fascino delle salite francesi? troppo esotiche:woohoo:"
205,":laugh: 
devo qui ringraziare il mio capitano per l'aiuto datomi sabato sulle rampe del manghen...

 [img size=448]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/manghb.gif[/img] 

averlo avuto a 20m per tutta l'ascesa mi ha consentito di togliere 7'17'' al mio record (che ora è di 2h08'20'')..

grazie Leo!;)"
206,"E' sempre un piacere farsi un'uscita in compagnia!;)
E ci è andata anche bene (niente pioggia), vista la domenica! 

Sullo Stelvio ti voglio sotto le 2h!!!!:woohoo:"
207,"eh lo stelvio... meno di due ore vorrebbe dire toglier 32' al primato..
io sono più realista dicendo due ore e venti, và!:unsure: 

pensa al giro della settimana prox, io pensavo al lago di cei che è rimasto in sospeso...
per il mortirolo dobbiamo studiare la missione, secondo me si può fare a cavallo tra luglio e agosto.."
208,"La sett prox???

Bè, vediamo...c'è tempo!

Ieri mio fratello ha fatto lo Zoncolan (ha vinto di nuovo!:P ) e mi ha detto che è da fare: strada asfaltata nuova e tutto nel bosco.
Lui ha montato il 29 e ha detto che ha fatto fatica.:ohmy: 

Forse per noi va bene la MTB!:S"
212,"Ieri io, tirapacchi e The best..ia abbiamo inaugurato la stagione delle escursioni in montagna con un facile trekking nelle Maddalene, da Malga Bordolona fino al lago Trenta, a cavallo tra val di Non e val d'Ultimo. Il tempo è stato pessimo e così non ci siamo fermati molto al lago. La zona è comunque tranquilla ed il percorso è stato interessante (soprattutto l'incontro tra Artù, il cane di The Best..ia e le vacche al pascolo, vedi sotto)

 [img size=498]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/IMG_0123.jpg[/img]"
213,":laugh: 
ecco invece il titolare di questo sito in una delle sue pose più plastiche...

 [img size=228]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/leo.JPG[/img] 

B) :( :) :laugh: ;) :P :angry: :unsure: :huh: :dry: :lol: :silly: :blush: :kiss: :woohoo: :side: :S"
214,"visto che avevo un po' di tempo sono andato a farmi un giro sul web... riguardo alle granfondo gazzetta, avevi ragione leo, sono solo 2, la dolomitistars tappa del giro e il lombardia. gli anni scorsi invece erano tre, c'era anche la milano-sanremo..

forza antonio allora! la bici in palio è bellissima, tutta in carbonio e montata SRAM top di gamma. un sogno.

 [img size=448]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/bici_big.jpg[/img] 

se il fratellone la vince dagli in cambio la tua d'accordi gialla col nastro arancio leo, tanto a lui le gambe girano comunque... e poi la bici gliela danno in comodato!!;)"
215,"Bè, direi che sono venuto proprio bene in questa foto!:laugh: :laugh: 

Se vogliamo concludere il racconto del tour si dovrebbe però raccontare della sosta obbligata di Tirapacchi dietro ad un albero causa [i]squaraus[/i] intestinale... ma non lo voglio raccontare perchè sarei troppo bastardo. :woohoo: :woohoo: :S :blink:"
216,"Bè, credo che il premio faccia gola a tanti quindi dovrà sudarsela il fratellone ma comunque, dato che ha vinto la Dolomiti stars, non c'è nessuno messo meglio di lui...

In quanto alla mia Daccordi, ci sono affezionato perciò me la tengo stretta e poi come dici tu, quel che conta è far girare le gambe! Per me un gioiellino simile sarebbe sprecato!"
217,"[b]Leo ha espresso, nel pieno possesso delle sue facoltà mentali, la seguente opinione:[/b]
[quote]In quanto alla mia Daccordi, ci sono affezionato perciò me la tengo stretta e poi come dici tu, quel che conta è far girare le gambe! Per me un gioiellino simile sarebbe sprecato![/quote]

se è una questione di affetto... a pensarci bene anche il nastro non è male, una volta fattoci l'occhio;)"
218,":blush: ehm... :blush: ehm...
tra il resto l'attacco era talmente forte che non ho avuto il tempo di trovare un albero... :dry: ho dovuto accucciarmi alla meno peggio tra i rododendri...
:blush: ehm... però non sai che liberazione!!!!B)"
219,"[b]tirapacchi ha espresso, nel pieno possesso delle sue facoltà mentali, la seguente opinione:[/b]
[quote]
se è una questione di affetto... a pensarci bene anche il nastro non è male, una volta fattoci l'occhio;)[/quote]

Vabbè, non esagerare: il nastro fa proprio schifo! :S 

Ma stò cercando di sporcarlo il più in fretta possibile così poi lo cambio!:lol:"
220,"ti sei dato alla macchia B)  che tutto latita su questo sito? silenzio ovunque... viaggi, viaggi degli amici, news, FORUM, commenti... insomma, dobbiamo aspettare il rientro del brasilero per leggere qualcosa di nuovo?
forse leo stai lavorando troppo ;) !!!!

PS: we're still waiting for the translation of the last news!!!"
221,"Eh già! Si lavora troppo, purtroppo!;) 

Ma va... ti pare?!?

E' solo che non ho molta ispirazione in questi giorni... tutto tace.

In fondo tutti sono in ferie e così ci vado anch'io...:dry: 

PS: you'll wait for a long time. I won't translate the last news for a while..."
222,allora aspetteremo. intanto però ti abbasso il karma...
