1,456,ACYM_OVERRIDE_DESC_RESET_PASSWORD,joomla,"0","[""COM_USERS_EMAIL_PASSWORD_RESET_SUBJECT""]","[""COM_USERS_EMAIL_PASSWORD_RESET_BODY""]"
2,457,ACYM_OVERRIDE_DESC_REMIND_USERNAME,joomla,"0","[""COM_USERS_EMAIL_USERNAME_REMINDER_SUBJECT""]","[""COM_USERS_EMAIL_USERNAME_REMINDER_BODY""]"
3,458,ACYM_OVERRIDE_DESC_DIRECT_REG_NO_PWD,joomla,"0","[""COM_USERS_EMAIL_ACCOUNT_DETAILS""]","[""COM_USERS_EMAIL_REGISTERED_BODY_NOPW""]"
4,459,ACYM_OVERRIDE_DESC_DIRECT_REG,joomla,"0","[""COM_USERS_EMAIL_ACCOUNT_DETAILS""]","[""COM_USERS_EMAIL_REGISTERED_BODY""]"
5,460,ACYM_OVERRIDE_DESC_REG_ACTIVATION,joomla,"0","[""COM_USERS_EMAIL_ACCOUNT_DETAILS""]","[""COM_USERS_EMAIL_REGISTERED_WITH_ACTIVATION_BODY""]"
6,461,ACYM_OVERRIDE_DESC_REG_ACTIVATION_NO_PWD,joomla,"0","[""COM_USERS_EMAIL_ACCOUNT_DETAILS""]","[""COM_USERS_EMAIL_REGISTERED_WITH_ACTIVATION_BODY_NOPW""]"
7,462,ACYM_OVERRIDE_DESC_REG_ADMIN_ACTIVATION,joomla,"0","[""COM_USERS_EMAIL_ACCOUNT_DETAILS""]","[""COM_USERS_EMAIL_REGISTERED_WITH_ADMIN_ACTIVATION_BODY""]"
8,463,ACYM_OVERRIDE_DESC_REG_ADMIN_ACTIVATION_NO_PWD,joomla,"0","[""COM_USERS_EMAIL_ACCOUNT_DETAILS""]","[""COM_USERS_EMAIL_REGISTERED_WITH_ADMIN_ACTIVATION_BODY_NOPW""]"
9,464,ACYM_OVERRIDE_DESC_REG_ADMIN_ACTIVATED,joomla,"0","[""COM_USERS_EMAIL_ACTIVATED_BY_ADMIN_ACTIVATION_SUBJECT""]","[""COM_USERS_EMAIL_ACTIVATED_BY_ADMIN_ACTIVATION_BODY""]"
10,465,ACYM_OVERRIDE_DESC_ADMIN_CREATED,joomla,"0","[""PLG_USER_JOOMLA_NEW_USER_EMAIL_SUBJECT""]","[""PLG_USER_JOOMLA_NEW_USER_EMAIL_BODY""]"
11,466,ACYM_OVERRIDE_DESC_REG_ADMIN_NOTIFICATION,joomla,"0","[""COM_USERS_EMAIL_ACCOUNT_DETAILS""]","[""COM_USERS_EMAIL_REGISTERED_NOTIFICATION_TO_ADMIN_BODY""]"
12,467,ACYM_OVERRIDE_DESC_ADMIN_ACTIVATION_NOTIFICATION,joomla,"0","[""COM_USERS_EMAIL_ACTIVATE_WITH_ADMIN_ACTIVATION_SUBJECT""]","[""COM_USERS_EMAIL_ACTIVATE_WITH_ADMIN_ACTIVATION_BODY""]"
13,468,ACYM_OVERRIDE_DESC_ARTICLE_SHARE,joomla,"0","""""","[""COM_MAILTO_EMAIL_MSG""]"
