1,1,1,62,"0",Giro della Marzola,giro-della-marzola,Itinerari-MTB/GPX/giro-della-marzola.gpx,57010,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" title=""Giro della Marzola"" href=""index.php?option=com_k2&amp;view=item&amp;id=1869&amp;Itemid=229"">Vai alla scheda del percorso</a></span>Un anello sulle pendici del monte ad est della città di Trento.</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2009-05-17 22:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1709,"0",1,1,"0","0000-00-00 00:00:00",87,2,"0",1,,"trento,trentino,montagna,marzola,bicicletta,mtb",Traccia gps dell'itinerario in mtb intorno alla marzola che svetta sopra la città di trento,,it-IT,"","0","",""
2,15,2,62,"0",Calendario 2009,calendario-2009,Calendari/Calendario-2009.zip,56262376,"","","","","","","","","","","","","","","",_self,"","",_self,"<div style=""text-align: justify;"">Il calendario 2009 di Life in Travel. 12 mesi ed una cover in alta risoluzione pronti per la stampa. Dimensioni 28 x 21 cm.</div>
<div class=""box-warning"" style=""text-align: justify;""><strong>ATTENZIONE!</strong> Il download potrebbe richiedere qualche minuto date le dimensioni elevate del file!</div>","","","",62,"","0",2008-12-14 22:00:00,2012-11-07 22:41:22,"0000-00-00 00:00:00",233,"0",1,1,"0","0000-00-00 00:00:00",4,2,"0","0",,"","",,it-IT,"","0","",""
3,1,1,62,"0",Bondone da malga Brigolina,bondone-da-malga-brigolina,Itinerari-MTB/GPX/giro del bondone.gpx,63199,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" title=""Giro del Bondone"" href=""index.php?option=com_k2&amp;view=item&amp;id=1853&amp;Itemid=229"">Vai alla scheda del percorso</a></span>Anello sulle pendici del Bondone con salita impegnativa e semplice discesa su asfalto.</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-05-17 18:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1091,"0",1,1,"0","0000-00-00 00:00:00",86,2,"0",1,,"trentino,bondone,trento,mtb,bicicletta",Traccia GPS dell'itinerario in mtb che sale al monte bondone a partire da malga brigolina in trentino,,it-IT,"","0","",""
4,1,1,62,"0",I rifugi della Marzola,i-rifugi-della-marzola,Itinerari-MTB/GPX/rifugi-marzola.gpx,60560,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" title=""I rifugi della Marzola"" href=""index.php?option=com_k2&amp;view=item&amp;id=1852&amp;Itemid=229"">Vai alla scheda del percorso</a></span>Tra passo Cimirlo, rifugio Maranza e rifugio Bindesi, un anello vicino a Trento</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-06-01 22:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1068,"0",1,1,"0","0000-00-00 00:00:00",85,2,"0",1,,"marzola,trento,trentino,mtb,rifugi,bicicletta",Traccia gps dell'itinerario in mtb fra i rifugi della Marzola la montagna di trento con il bondone,,it-IT,"","0","",""
5,1,1,62,"0",Tremalzo tour,tremalzo-tour,Itinerari-MTB/GPX/tremalzo-tour_lifeintravel_it.gpx,56773,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" title=""Tremalzo tour"" href=""index.php?option=com_k2&amp;view=item&amp;id=1854&amp;Itemid=229"">Vai alla scheda del percorso</a></span>Sul monte Tremalzo a picco sul lago di Garda, immersi nel paradiso dei bikers.</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-06-04 22:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1704,"0",1,1,"0","0000-00-00 00:00:00",84,2,"0","0",,"tremalzo,mtb,trentino,paradiso,bicicletta","Itinerario in mtb nel paradiso dei mtbikers, il monte tremalzo in trentino",,it-IT,"","0","",""
6,1,1,62,"0",Val del Chiese,val-del-chiese,Itinerari-MTB/GPX/val del chiese.gpx,56729,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" href=""index.php?option=com_k2&view=item&id=1855&Itemid=229"" title=""Val del Chiese"">Vai alla scheda del percorso</a></span>Alla scoperta di luoghi isolati e poco noti nelle valli del Trentino Occidentale.

</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-06-11 22:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",970,"0",1,1,"0","0000-00-00 00:00:00",83,2,"0","0",,"chiese,valle,trentino,mtb,bicicletta",Itinerario in mtb nella valle del fiume chiese in trentino per scoprire luoghi poco conosciuti,,it-IT,"","0","",""
7,1,1,62,"0","Scanuppia, una salita spaccagambe!",scanuppia-una-salita-spaccagambe,Itinerari-MTB/GPX/scanuppia.gpx,57240,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div class=""box-warning"">Da qualche anno la salita della Scanuppia è vietata alle biciclette, se salite lo fate a vostro rischio e pericolo!</div>
<div><span style=""float: right;""><a class=""btn btn-primary"" href=""index.php?option=com_k2&view=item&id=1856&Itemid=229"" title=""Scanuppia"">Vai alla scheda del percorso</a></span>L'ormai mitica salita a malga Palazzo da Besenello nel Trentino meridionale
</div>
","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-06-15 22:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1025,"0",1,1,"0","0000-00-00 00:00:00",82,2,"0","0",,"scanuppia,trentino,mtb,salita,bicicletta,proibita",Itinerario in mtb lungo la scanuppia fino a malga palazzo in trentino,,it-IT,"","0","",""
8,1,1,62,"0",L'antica strada dell'imperatore,dolomiti-di-brenta-val-di-sole,Itinerari-MTB/GPX/strada-imperatore.gpx,56756,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" title=""Antica strada dell'imperatore"" href=""index.php?option=com_k2&amp;view=item&amp;id=1858&amp;Itemid=229"">Vai alla scheda del percorso</a></span>Un anello tra valle di Sole e rifugio orso Bruno nelle Dolomiti di Brenta</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-06-24 22:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1156,"0",1,1,"0","0000-00-00 00:00:00",81,2,"0",1,,"trentino,unesco,dolomiti,mtb,bicicletta,itinerario",Itinerario in mtb nelle dolomiti di brenta ed in val di sole in trentino,,it-IT,"","0","",""
9,1,1,62,"0",Sulle pendici della Vigolana,vigolana-medium,Itinerari-MTB/GPX/vigolana-medium.gpx,56494,"","","","","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" href=""index.php?option=com_k2&view=item&id=1861&Itemid=229"" title=""In Valsugana in MTB: sulla Vigolana"">Vai alla scheda del percorso</a></span>Un itinerario non distante dalla città di Trento.

</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-06-29 22:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1106,"0",1,1,"0","0000-00-00 00:00:00",80,2,"0","0",,"valsugana,trento,vigolana,mtb,itinerario,bicicletta","Itinerario in mtb sulla Vigolana, una delle montagne più vicine a trento, affacciata anche sulla valsugana",,it-IT,"","0","",""
10,1,1,62,"0",Malga monte Sole in val di Rabbi,malga-monte-sole-in-val-di-rabbi,Itinerari-MTB/GPX/malga-monte-sole-rabbi.gpx,55996,"","",Leo,"","","","","",gpx.png,"","","","","","",_self,"","",_self,"<div><span style=""float: right;""><a class=""btn btn-primary"" href=""index.php?option=com_k2&view=item&id=1859&Itemid=229"" title=""In alta val di Rabbi"">Vai alla scheda del percorso</a></span>Anello breve ma intenso nell'alta val di Rabbi, tra terme e malghe

</div>","<div>&nbsp;</div>","<div>&nbsp;</div>","<div>&nbsp;</div>",62,"","0",2008-08-17 20:00:00,1999-11-30 00:00:00,"0000-00-00 00:00:00",1098,"0",1,1,"0","0000-00-00 00:00:00",79,2,"0","0",,"trentino,rabbi,mtb,montagna,avventura,bicicletta",Itinerario in mtb nella parte alta della val di rabbi in trentino alto adige,,it-IT,"","0","",""
