221,"0",google,Segnaposto ,Category not found,"","",224,23,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
222,"0",google,Segnaposto ,Category not found,"","",231,527,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
223,"0",google,Segnaposto ,Category not found,"","",233,215,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
224,"0",google,Segnaposto ,Category not found,"","",234,218,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
225,"0",google,Segnaposto ,Category not found,"","",235,252,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
226,"0",google,Segnaposto ,Category not found,"","",236,254,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
227,"0",google,Segnaposto ,Category not found,"","",266,570,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
228,"0",google,Segnaposto ,Category not found,"","",306,378,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
229,"0",google,Segnaposto ,Category not found,"","",312,412,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
230,"0",google,Segnaposto ,Category not found,"","",329,474,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
231,"0",google,Segnaposto ,Category not found,"","",330,475,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
232,"0",google,Segnaposto ,Category not found,"","",331,477,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
233,"0",google,Segnaposto ,Category not found,"","",338,493,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
234,"0",google,Segnaposto ,Category not found,"","",339,495,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
235,"0",google,Segnaposto ,Category not found,"","",340,497,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
236,"0",google,Segnaposto ,Category not found,"","",341,505,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
237,"0",google,Segnaposto ,Category not found,"","",343,507,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
238,"0",google,Segnaposto ,Category not found,"","",344,521,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
239,"0",google,Segnaposto ,Category not found,"","",345,529,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
240,"0",google,Segnaposto ,Category not found,"","",346,533,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
241,"0",google,Segnaposto ,Category not found,"","",350,539,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
242,"0",google,Segnaposto ,Category not found,"","",351,540,108,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0",""
