1,category,Trekking nel mondo,32,"0","0",Trekking nel mondo
2,category,Trekking in Italia,33,"0","0",Trekking in Italia
3,category,Portogallo,34,"0","0",Portogallo
4,category,Foto del mese,35,"0",4,Foto del mese
5,category,Scozia,37,"0","0",Scozia
6,category,Nuova Zelanda,38,"0",2,Nuova Zelanda
7,category,Aforismi di viaggio,39,"0","0",Aforismi di viaggio
8,category,Malta,40,"0","0",Malta
9,category,Austria,41,"0","0",Austria
10,category,Italia,42,"0",1,Italia
11,category,Ruote grasse,43,"0","0",Ruote grasse
12,category,Itinerari in MTB,44,"0",1,Itinerari in MTB
13,category,Attualità,45,"0","0",Attualità
14,category,Libano,46,"0","0",Libano
15,category,Viaggi,47,"0",1,Viaggi
16,category,Parchi e riserve,48,"0","0",Parchi e riserve
17,category,Birdwatching,49,"0","0",Birdwatching
18,category,Francia,50,"0",3,Francia
19,category,Generale,51,"0","0",Generale
20,category,Croazia,52,"0","0",Croazia
21,category,Slovenia,53,"0","0",Slovenia
22,category,Germania,54,"0","0",Germania
23,category,Montenegro,55,"0","0",Montenegro
24,category,Laos,56,"0","0",Laos
25,category,Malesia,57,"0","0",Malesia
26,category,Cambogia,58,"0","0",Cambogia
27,category,Thailandia,59,"0","0",Thailandia
28,category,Indonesia,60,"0","0",Indonesia
29,category,Tra le nuvole,61,"0","0",Tra le nuvole
30,category,Messico,62,"0","0",Messico
31,category,Brasile,63,"0","0",Brasile
32,category,Argentina,64,"0",1,Argentina
33,category,Canada,65,"0","0",Canada
34,category,USA,66,"0","0",USA
35,category,Australia,68,"0",1,Australia
36,category,Viaggiatori,73,"0","0",Viaggiatori
37,category,Eventi,74,"0",1,Eventi
38,category,Libri,75,"0",1,Libri
39,category,Varie,76,"0","0",Varie
40,category,Video,77,"0","0",Video
41,category,Cina,78,"0","0",Cina
42,category,Israele,79,"0","0",Israele
43,category,India,80,"0","0",India
44,category,Haiti,81,"0","0",Haiti
45,category,Guide di fotografia,82,"0","0",Guide di fotografia
46,category,Spagna,83,"0","0",Spagna
47,category,Egitto,84,"0","0",Egitto
48,category,Turchia,85,"0","0",Turchia
49,category,Bosnia Erzegovina,86,"0","0",Bosnia Erzegovina
50,category,Vietnam,87,"0","0",Vietnam
51,category,Città europee,88,"0","0",Città europee
52,category,Singapore,89,"0","0",Singapore
53,category,Ricette,90,"0","0",Ricette
54,category,Bhutan,91,"0","0",Bhutan
55,category,Congo,92,"0","0",Congo
56,category,Recensioni,93,"0","0",Recensioni
57,category,Svizzera,94,"0","0",Svizzera
58,category,Namibia,95,"0","0",Namibia
59,category,Tibet,96,"0","0",Tibet
60,category,Armenia,160,"0","0",Armenia
61,category,Lettonia,161,"0","0",Lettonia
62,category,Tagikistan,163,"0","0",Tagikistan
63,category,Inghilterra,165,"0","0",Inghilterra
64,category,Irlanda,166,"0","0",Irlanda
65,category,Bike hotels,168,"0","0",Bike hotels
66,category,Oman,170,"0","0",Oman
67,category,Emirati Arabi Uniti,171,"0","0",Emirati Arabi Uniti
68,category,Belgio,172,"0","0",Belgio
69,category,Norvegia,173,"0","0",Norvegia
70,category,Seychelles,174,"0","0",Seychelles
71,category,Tunisia,175,"0","0",Tunisia
72,category,Albania,176,"0","0",Albania
73,category,Bolivia,177,"0","0",Bolivia
74,category,Serbia,179,"0","0",Serbia
75,category,Macedonia,181,"0","0",Macedonia
76,category,Cuba,182,"0","0",Cuba
77,category,Grecia,183,"0","0",Grecia
78,category,Marocco,184,"0","0",Marocco
