1,index.php?option=com_k2&Itemid=253&id=49&lang=it&layout=category&task=category&view=itemlist,"","","","","","",1,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
2,index.php?option=com_k2&Itemid=879&id=2895&lang=it&view=item,"","",Lago Maggiore in bicicletta: una vacanza per grandi e piccoli,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
3,index.php?option=com_k2&id=3638&lang=it&view=item,"Percorsi e tracce GPS di 5 itinerari MTB nell'Alto Garda, in Trentino, ideali per le escursioni mountain bike in autunno","","Itinerari MTB nel Garda Trentino, adatti all'autunno","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
5,index.php?option=com_k2&lang=it&tag=transitalia&task=tag&view=itemlist,Un viaggio alla scoperta dei paesi degli Appennini in bici: da nord a sud pedalando su e giù per le magnifiche montagne di casa,"cicloturismo, viaggio in bici, italia",Italia in bici: cicloturismo attraverso l'Italia meno nota,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
6,index.php?option=com_k2&Itemid=1972&lang=it&layout=tag&tag=itinerari+grande+guerra&task=tag&view=itemlist,Percorsi MTB sulle tracce della Grande Guerra per non scordare il passato. Itinerari che passano trincee e fortificazioni della prima guerra mondiale,"guerra, mtb, grande guerra, itinerari",Itinerari MTB Grande Guerra,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
7,index.php?option=com_k2&Itemid=239&lang=it&layout=tag&tag=itinerario+ciclabile&task=tag&view=itemlist,"Piste ciclabili, ciclovie e percorsi su strade secondarie o lungo tracciati in sede propria dedicati solo a bici e cicloturismo: descrizione dei percorsi, tracce gps e diari di viaggio","viaggi in bici, cicloturismo, percorsi ciclabili",Piste ciclabili e ciclovie: informazioni e percorsi,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
8,index.php?option=com_k2&lang=it&tag=abruzzo&task=tag&view=itemlist,"Abruzzo in bici: percorsi di cicloturismo, diari di viaggio e informazioni utili per organizzare la tua vacanza in bicicletta","","Abruzzo in bici: percorsi, tracciati e informazioni","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
9,index.php?option=com_k2&lang=it&tag=alto+adige&task=tag&view=itemlist,"Itinerari per cicloturismo, diari di viaggio in bici, itinerari MTB e piste ciclabili in Alto Adige. Tutte le informazioni utili per la organizzare la tua vacanza in bicicletta nella provincia del nordest","","","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
10,index.php?option=com_k2&Itemid=1873&lang=it&layout=tag&tag=basilicata&task=tag&view=itemlist,"Cicloturismo in Basilicata in bici: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Basilicata in bici: diari di viaggio, itinerari e percorsi","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
11,index.php?option=com_k2&lang=it&tag=calabria&task=tag&view=itemlist,"Calabria in bici: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Calabria in bicicletta: viaggi, diari e percorsi","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
12,index.php?option=com_k2&lang=it&tag=campania&task=tag&view=itemlist,"Viaggi in Campania in bici: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Campania in bici: cicloturismo, informazioni e percorsi","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
13,index.php?option=com_k2&Itemid=244&lang=it&tag=emilia+romagna&task=tag&view=itemlist,"Emilia Romagna in bici: percorsi di cicloturismo, diari di viaggio, informazioni utili per la tua vacanza in bicicletta tra la riviera adriatica, le dolci colline dell'entroterra, gli itinerari MTB e le piste ciclabili della regione dell'Italia centro-settentrionale","",Emilia Romagna in bici: percorsi e itinerari,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
14,index.php?option=com_k2&Itemid=1081&lang=it&tag=friuli&task=tag&view=itemlist,"Friuli-Venezia Giulia in bici: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","",Friuli-Venezia Giulia in bicicletta: percorsi e racconti,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
15,index.php?option=com_k2&Itemid=246&lang=it&tag=lazio&task=tag&view=itemlist,"Viaggi in bici in Lazio: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Lazio in bici: percorsi, racconti e itinerari","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
16,index.php?option=com_k2&Itemid=264&lang=it&tag=liguria&task=tag&view=itemlist,"Viaggi in bici in Liguria: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Liguria in bici: percorsi, tracciati e informazioni","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
17,index.php?option=com_k2&lang=it&tag=lombardia&task=tag&view=itemlist,"Cicloturismo in Lombardia: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Lombardia in bici: itinerari, diari di viaggio e percorsi","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
18,index.php?option=com_k2&Itemid=229&lang=it&tag=marche&task=tag&view=itemlist,"Marche in bicicletta: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","",Marche in bici: percorsi e diari di viaggio,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
19,index.php?option=com_k2&Itemid=1875&lang=it&layout=tag&tag=molise&task=tag&view=itemlist,"Viaggi in bici in Molise: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Molise in bici: diari di viaggio, informazioni e percorsi","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
20,index.php?option=com_k2&lang=it&tag=piemonte&task=tag&view=itemlist,"Piemonte in bicicletta: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Piemonte in bici: diari di viaggio, percorsi e tracciati","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
21,index.php?option=com_k2&Itemid=1086&lang=it&layout=tag&tag=puglia&task=tag&view=itemlist,"In bici in Puglia: percorsi di cicloturismo, diari di viaggio, itinerari MTB e informazioni utili per la tua vacanza in bicicletta","","Puglia in bici: itinerari, diari di viaggio e informazioni","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
22,index.php?option=com_k2&lang=it&tag=sardegna&task=tag&view=itemlist,"Viaggi in bici in Sardegna: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Sardegna in bici: percorsi, diari e tracciati","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
23,index.php?option=com_k2&Itemid=252&lang=it&tag=sicilia&task=tag&view=itemlist,"Viaggi in bici in Sicilia: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Sicilia in bicicletta: percorsi, diari di viaggio e racconti","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
24,index.php?option=com_k2&lang=it&tag=toscana&task=tag&view=itemlist,"Viaggi in bici in Toscana: percorsi di cicloturismo, diari di viaggio e informazioni utili per la bicicletta","",Cicloturismo in Toscana,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
25,index.php?option=com_k2&Itemid=1090&lang=it&layout=tag&tag=trentino&task=tag&view=itemlist,"Cicloturismo in Trentino in bici: percorsi di viaggi, diari di viaggio e informazioni utili per scoprire questa provincia in bicicletta","","Trentino in bici: viaggi, itinerari e percorsi","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
26,index.php?option=com_k2&Itemid=264&lang=it&tag=umbria&task=tag&view=itemlist,"Viaggi in bici in Umbria: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Umbria in bici: diari di viaggio, percorsi e informazioni","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
27,index.php?option=com_k2&Itemid=1092&lang=it&layout=tag&tag=valle+d+aosta&task=tag&view=itemlist,"Viaggi in bici in Valle d'Aosta: percorsi di cicloturismo, diari di viaggio, itinerari MTB e informazioni utili per la tua vacanza in bicicletta","","Valle d'Aosta in bici: cicloturismo, percorsi e informazioni","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
28,index.php?option=com_k2&lang=it&tag=veneto&task=tag&view=itemlist,"Scopri gli itinerari per cicloturismo, i diari di viaggio in bici, gli itinerari MTB e le  piste ciclabili in Veneto. Tutte le informazioni utili per la organizzare la tua vacanza in bicicletta nella regione del nordest","",Percorsi cicloturismo in Veneto,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
30,index.php?option=com_k2&Itemid=339&lang=it&tag=ande+in+bici&task=tag&view=itemlist,"Transandina, un viaggio in bici sulla catena montuosa sudamericana, per scoprire luoghi magici come Machu Picchu, il salar de Uyuni ed il deserto di Atacama","cicloturismo, viaggi in bici, avventura, sudamerica",Cicloturismo avventura sulle Ande,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
31,index.php?option=com_k2&Itemid=1090&lang=it&tag=trentino+in+mtb&task=tag&view=itemlist,"Suggerimenti per trascorrere 5 weekend in Trentino in MTB, pedalando sulle strerrate e su semplici sentieri della provincia","",Trentino in MTB: 5 proposte per i tuoi weekend,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
32,index.php?option=com_k2&Itemid=1085&lang=it&layout=tag&tag=piemonte&task=tag&view=itemlist,"Percorsi per cicloturismo, tracciati MTB, diari di viaggio e racconti per organizzare al meglio la tua vacanza in bici in Piemonte","","Piemonte in bici: diari di viaggio, percorsi e tracciati","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
33,index.php?option=com_k2&Itemid=1087&lang=it&layout=tag&tag=sardegna&task=tag&view=itemlist,"Viaggi in bici in Sardegna: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Sardegna in bici: percorsi, viaggi e informazioni","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
34,index.php?option=com_k2&Itemid=1089&lang=it&layout=tag&tag=toscana&task=tag&view=itemlist,"Cicloturismo in Toscana: tracciati, racconti di viaggio e percorsi per organizzare al meglio le tue vacanze in bicicletta","","Toscana in bici: cicloturismo, viaggi e tracciati","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
35,index.php?option=com_k2&Itemid=1091&lang=it&layout=tag&tag=umbria&task=tag&view=itemlist,"Viaggi in bici in Umbria: percorsi di cicloturismo, diari di viaggio e informazioni utili per la tua vacanza in bicicletta","","Umbria in bici: diari di viaggio, percorsi e informazioni","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
36,index.php?option=com_k2&Itemid=995&id=176&lang=it&layout=category&task=category&view=itemlist,"Consigli e itinerari per viaggi in bici in Albania. Tracce GPS, suggerimenti, informazioni utili e diari di viaggio per organizzare la tua vacanza in bicicletta","","Cicloturismo in Albania: viaggi, percorsi e itinerari","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
37,index.php?option=com_k2&Itemid=265&id=41&lang=it&layout=category&task=category&view=itemlist,"Cicloturismo in Austria: informazioni utili, tracce GPS e suggerimenti per organizzare la tua vacanza in bicicletta nel paese alpino","","Austria in bici: itinerari, tracciati e diari di viaggio","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
38,index.php?option=com_k2&Itemid=264&lang=it&tag=via+silente&task=tag&view=itemlist,"Racconto, descrizione delle tappe e tante altre informazioni sul viaggio nel parco nazionale del Cilento, Vallo di Diano e Alburni lungo la via Silente in bici","",Via Silente in bici: cicloturismo nel parco del Cilento,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
39,index.php?option=com_k2&Itemid=272&lang=it&tag=scandibike&task=tag&view=itemlist,"Racconti di viaggio, itinerari, tracce gps e informazioni per viaggiare in bici in Norvegia tra fiordi e montagne incantate","norvegia in bici, cicloturismo in norvegia",Cicloturismo in Norvegia | informazioni e consigli,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
40,index.php?option=com_k2&Itemid=272&lang=it&tag=transitalia&task=tag&view=itemlist,"Diario di viaggio, informazioni e tracce GPS di un viaggio in bici attraverso gli appennini alla scoperta di un'Italia dimenticata e nascosta lungo strade secondarie poco trafficate","italia in bici, cicloturismo,",Appennini in bici: Italia da nord a sud su strade secondarie,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
41,index.php?option=com_k2&Itemid=1759&lang=it&tag=asia+in+bici&task=tag&view=itemlist,"Un viaggio di 10 mesi attraverso Thailandia, Laos, Cambogia, Malesia ed Indonesia: racconti di viaggio, consigli e suggerimenti per intraprendere una grande avventura in Asia in bici","",Cicloturismo in Asia: viaggio nel Sudest Asiatico,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
42,index.php?option=com_k2&Itemid=995&lang=it&tag=albania+in+bici&task=tag&view=itemlist,Tanti articoli per iniziare ad organizzare il tuo viaggio in Albania in bici e provare una nuova esperienza di cicloturismo in un paese sempre più turistico,"","Albania in bici: viaggio, informazioni e consigli","","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
43,index.php?option=com_k2&Itemid=1759&lang=it&tag=alto+atlante&task=tag&view=itemlist,"Viaggio in bici in Marocco, sull'Alto Atlante tra Marrakech e Ouarzazate alle porte del deserto: racconti di viaggio, tracce GPS e itinerari","",Marocco in bici: viaggio sull'Alto Atlante,"","","",2,2,"",2,2,"","",2,"","","","","","","",2,"","","",2,2,"","",2,"","",2,"","","","","",""
