9,133,_UE_YES,"","0",1,"0"
10,133,_UE_NO,"","0",2,"0"
11,134,_UE_YES,"","0",1,"0"
12,134,_UE_NO,"","0",2,"0"
13,135,_UE_YES,"","0",1,"0"
14,135,_UE_NO,"","0",2,"0"
15,136,_UE_YES,"","0",1,"0"
16,136,_UE_NO,"","0",2,"0"
17,137,_UE_YES,"","0",1,"0"
18,137,_UE_NO,"","0",2,"0"
19,138,_UE_YES,"","0",1,"0"
20,138,_UE_NO,"","0",2,"0"
21,139,_UE_YES,"","0",1,"0"
22,139,_UE_NO,"","0",2,"0"
23,164,"",PROFILE_DETAILS_BIRTHDAY_AGE,"0",1,"0"
24,164,BIRTHDAY_YEAR,PROFILE_DETAILS_BIRTHDAY_YEAR,"0",2,"0"
25,164,BIRTHDAY_MONTH,PROFILE_DETAILS_BIRTHDAY_MONTH,"0",3,"0"
26,164,BIRTHDAY_DAYMONTH,PROFILE_DETAILS_BIRTHDAY_DAYMONTH,"0",4,"0"
27,164,BIRTHDAY_MONTHYEAR,PROFILE_DETAILS_BIRTHDAY_MONTHYEAR,"0",5,"0"
28,164,BIRTHDAY_DATE,PROFILE_DETAILS_BIRTHDAY_DATE,"0",6,"0"
29,164,BIRTHDAY_AGEYEAR,PROFILE_DETAILS_BIRTHDAY_AGEYEAR,"0",7,"0"
30,164,BIRTHDAY_AGEMONTH,PROFILE_DETAILS_BIRTHDAY_AGEMONTH,"0",8,"0"
31,164,BIRTHDAY_AGEDAYMONTH,PROFILE_DETAILS_BIRTHDAY_AGEDAYMONTH,"0",9,"0"
32,164,BIRTHDAY_AGEMONTHYEAR,PROFILE_DETAILS_BIRTHDAY_AGEMONTHYEAR,"0",10,"0"
33,164,BIRTHDAY_AGEDATE,PROFILE_DETAILS_BIRTHDAY_AGEDATE,"0",11,"0"
34,166,GENDER_MALE,PROFILE_DETAILS_GENDER_MALE,"0",1,"0"
35,166,GENDER_FEMALE,PROFILE_DETAILS_GENDER_FEMALE,"0",2,"0"
36,166,GENDER_AGENDER,PROFILE_DETAILS_GENDER_AGENDER,"0",3,"0"
107,167,INTERESTEDIN_MEN,PROFILE_DETAILS_INTERESTEDIN_MEN,"0",1,"0"
108,167,INTERESTEDIN_WOMEN,PROFILE_DETAILS_INTERESTEDIN_WOMEN,"0",2,"0"
109,167,GENDER_AGENDER,PROFILE_DETAILS_GENDER_AGENDER,"0",3,"0"
110,167,GENDER_ANDROGYNE,PROFILE_DETAILS_GENDER_ANDROGYNE,"0",4,"0"
111,167,GENDER_ANDROGYNES,PROFILE_DETAILS_GENDER_ANDROGYNES,"0",5,"0"
112,167,GENDER_ANDROGYNOUS,PROFILE_DETAILS_GENDER_ANDROGYNOUS,"0",6,"0"
113,167,GENDER_ASEXUAL,PROFILE_DETAILS_GENDER_ASEXUAL,"0",7,"0"
114,167,GENDER_BIGENDER,PROFILE_DETAILS_GENDER_BIGENDER,"0",8,"0"
115,167,GENDER_CIS,PROFILE_DETAILS_GENDER_CIS,"0",9,"0"
116,167,INTERESTEDIN_CISMEN,PROFILE_DETAILS_INTERESTEDIN_CISMEN,"0",10,"0"
117,167,INTERESTEDIN_CISWOMEN,PROFILE_DETAILS_INTERESTEDIN_CISWOMEN,"0",11,"0"
118,167,GENDER_CISGENDER,PROFILE_DETAILS_GENDER_CISGENDER,"0",12,"0"
119,167,INTERESTEDIN_CISGENDERMEN,PROFILE_DETAILS_INTERESTEDIN_CISGENDERMEN,"0",13,"0"
120,167,INTERESTEDIN_CISGENDERWOMEN,PROFILE_DETAILS_INTERESTEDIN_CISGENDERWOMEN,"0",14,"0"
121,167,GENDER_F2M,PROFILE_DETAILS_GENDER_F2M,"0",15,"0"
122,167,GENDER_FTM,PROFILE_DETAILS_GENDER_FTM,"0",16,"0"
123,167,GENDER_FEMALETOMALE,PROFILE_DETAILS_GENDER_FEMALETOMALE,"0",17,"0"
124,167,INTERESTEDIN_FEMALETOMALETRANSMEN,PROFILE_DETAILS_INTERESTEDIN_FEMALETOMALETRANSMEN,"0",18,"0"
125,167,INTERESTEDIN_FEMALETOMALETRANSGENDERMEN,PROFILE_DETAILS_INTERESTEDIN_FEMALETOMALETRANSGENDERMEN,"0",19,"0"
126,167,INTERESTEDIN_FEMALETOMALETRANSSEXUALMEN,PROFILE_DETAILS_INTERESTEDIN_FEMALETOMALETRANSSEXUALMEN,"0",20,"0"
127,167,GENDER_GENDERFLUID,PROFILE_DETAILS_GENDER_GENDERFLUID,"0",21,"0"
128,167,GENDER_GENDERNONCONFORMING,PROFILE_DETAILS_GENDER_GENDERNONCONFORMING,"0",22,"0"
129,167,GENDER_GENDERQUESTIONING,PROFILE_DETAILS_GENDER_GENDERQUESTIONING,"0",23,"0"
130,167,GENDER_GENDERVARIANT,PROFILE_DETAILS_GENDER_GENDERVARIANT,"0",24,"0"
131,167,GENDER_GENDERNEUTRAL,PROFILE_DETAILS_GENDER_GENDERNEUTRAL,"0",25,"0"
132,167,GENDER_GENDERQUEER,PROFILE_DETAILS_GENDER_GENDERQUEER,"0",26,"0"
133,167,GENDER_HERMAPHRODITE,PROFILE_DETAILS_GENDER_HERMAPHRODITE,"0",27,"0"
134,167,GENDER_INTERSEX,PROFILE_DETAILS_GENDER_INTERSEX,"0",28,"0"
135,167,INTERESTEDIN_INTERSEXMEN,PROFILE_DETAILS_INTERESTEDIN_INTERSEXMEN,"0",29,"0"
136,167,GENDER_INTERSEXPERSON,PROFILE_DETAILS_GENDER_INTERSEXPERSON,"0",30,"0"
137,167,INTERESTEDIN_INTERSEXWOMEN,PROFILE_DETAILS_INTERESTEDIN_INTERSEXWOMEN,"0",31,"0"
138,167,GENDER_M2F,PROFILE_DETAILS_GENDER_M2F,"0",32,"0"
139,167,GENDER_MTF,PROFILE_DETAILS_GENDER_MTF,"0",33,"0"
140,167,GENDER_MALETOFEMALE,PROFILE_DETAILS_GENDER_MALETOFEMALE,"0",34,"0"
141,167,INTERESTEDIN_MALETOFEMALETRANSWOMEN,PROFILE_DETAILS_INTERESTEDIN_MALETOFEMALETRANSWOMEN,"0",35,"0"
142,167,INTERESTEDIN_MALETOFEMALETRANSGENDERWOMEN,PROFILE_DETAILS_INTERESTEDIN_MALETOFEMALETRANSGENDERWOMEN,"0",36,"0"
143,167,INTERESTEDIN_MALETOFEMALETRANSSEXUALWOMEN,PROFILE_DETAILS_INTERESTEDIN_MALETOFEMALETRANSSEXUALWOMEN,"0",37,"0"
144,167,GENDER_NEITHER,PROFILE_DETAILS_GENDER_NEITHER,"0",38,"0"
145,167,GENDER_NEUTROIS,PROFILE_DETAILS_GENDER_NEUTROIS,"0",39,"0"
146,167,GENDER_NON-BINARY,PROFILE_DETAILS_GENDER_NON-BINARY,"0",40,"0"
147,167,GENDER_OTHER,PROFILE_DETAILS_GENDER_OTHER,"0",41,"0"
