517,AcyMailing - Override Joomla emails,extension,https://www.acyba.com/index.php?option=com_updateme&nocache=1670781508&ctrl=updatexml&version=7.9.8&task=updateXMLExtension&type=plugin&folder=system&element=acymailoverride,1,1671216590,""
518,AcyMailing - Joomla integration,extension,https://www.acyba.com/index.php?option=com_updateme&nocache=1670781508&ctrl=updatexml&version=7.9.8&task=updateXMLExtension&type=plugin&folder=system&element=acymtriggers,1,1671216590,""
519,AcyMailing - JCE integration,extension,https://www.acyba.com/index.php?option=com_updateme&nocache=1670781508&ctrl=updatexml&version=7.9.8&task=updateXMLExtension&type=plugin&folder=system&element=jceacym,1,1671216590,""
555,JF Mobile Menu,extension,https://updates.joomforest.net/extensions/jf_mobilemenu.xml,1,1671216591,""
566,Joomlashack Framework,extension,https://deploy.ostraining.com/client/update/free/stable/lib_allediaframework,1,1671216591,""
569,Smart Slider 3 Updates,extension,https://api.nextendweb.com/v1/?action=joomla_version&platform=joomla&product=smartslider3&pro=1&channel=stable,1,1671216591,""
570,Joomlashack Extension Support,extension,https://deploy.ostraining.com/client/update/free/stable/plg_system_osmylicensesmanager,1,1671216592,""
571,OSMap Free,extension,https://deploy.ostraining.com/client/update/free/stable/com_osmap,1,1671216592,""
572,JA K2 Data Migration plugin,extension,http://update.joomlart.com/service/tracking/j31/plg_jak2tocomcontentmigration.xml,1,"0",""
573,"",extension,http://update.joomlart.com/service/tracking/j31/plg_ajax_jacontenttype.xml,1,"0",""
574,"",extension,http://update.joomlart.com/service/tracking/j31/plg_system_jacontenttype.xml,1,"0",""
575,FOF 4.x,extension,http://cdn.akeeba.com/updates/fof4_file.xml,1,"0",""
576,Akeeba FEF,extension,http://cdn.akeeba.com/updates/fef.xml,1,"0",""
577,Akeeba Backup Core,extension,https://cdn.akeeba.com/updates/pkgakeebacore.xml,1,"0",""
