63,index.php?option=com_k2&Itemid=229&id=1853&lang=it&view=item,it/mountain-bike/itinerari-in-mtb/1392-sopramonte-brigolina.html,"0",98,"0",1,11
70,index.php?option=com_k2&Itemid=231&id=1507&lang=it&view=item,it/montagnando/escursioni/trekking-nel-mondo/669-abel-tasman-national-park-1d-tappa-marahau-castle-rocks-hut.html,"0",64,"0",1,7
71,index.php?option=com_k2&Itemid=231&id=1507&lang=it&view=item,it/trekking-mondo/669-abel-tasman-national-park-1d-tappa-marahau-castle-rocks-hut.html,"0",9,"0",1,6
74,index.php?option=com_k2&Itemid=204&id=1982&lang=it&view=item,it/mtb-news/1210-confronto-action-camera.html,"0",38,"0",1,3
75,index.php?option=com_k2&Itemid=264&id=1793&lang=it&view=item,it/mtb-news/1247-bikemobil-aa.html,"0",19,"0",1,1
76,index.php?option=com_k2&Itemid=264&id=1816&lang=it&view=item,it/consigli-di-viaggio/1494-gli-albori-archeologia-sperimentale-e-corsi-di-sopravvivenza.html,"0",32,"0",1,2
78,index.php?option=com_k2&Itemid=257&id=1944&lang=it&view=item,it/attualita/1304-associazione-amel-e-le-sue-attivita.html,"0",328,"0",1,13
80,index.php?option=com_k2&Itemid=253&id=2049&lang=it&view=item,it/birdwatching/1386-avocetta.html,"0","0","0",1,14
81,index.php?option=com_k2&Itemid=321&id=2623&lang=it&view=item,it/eventi/1548-bandiere-arancioni-touring-club-italiano.html,"0",26,"0",1,15
82,index.php?option=com_k2&Itemid=326&id=2601&lang=it&view=item,it/consigli-di-viaggio/1535-bhutan-paese-felicita.html,"0",90,"0",1,16
83,index.php?option=com_k2&Itemid=321&id=2635&lang=it&view=item,it/eventi/1557-bici-a-milano-urban-biketour.html,"0",72,"0",1,17
84,index.php?option=com_k2&Itemid=248&id=1842&lang=it&view=item,it/attualita/1462-treno-bicicletta-gratis.html,"0",5,"0",1,18
85,index.php?option=com_k2&Itemid=244&id=2307&lang=it&view=item,it/viaggi-amici/1519-in-bici-in-sudamerica-pedalando-per-il-popolo-saharawi.html,"0",74,"0",1,19
87,index.php?option=com_k2&Itemid=244&id=2306&lang=it&view=item,it/viaggi-amici/1510-bikers-per-emilia.html,"0",11,"0",1,21
89,index.php?option=com_k2&Itemid=253&id=2048&lang=it&view=item,it/montagna/1375-birdwatching-a-comacchio.html,"0",5,"0",1,23
90,index.php?option=com_k2&Itemid=253&id=49&lang=it&layout=category&task=category&view=itemlist,it/outdoor/montagnando/birdwatching.html,"0",38,"0",1,24
91,index.php?option=com_k2&Itemid=322&id=2611&lang=it&view=item,it/attualita/1545-biblioteca-in-bicicletta.html,"0",50,"0",1,25
92,index.php?option=com_k2&Itemid=254&id=2604&lang=it&view=item,it/montagna/1539-bramito-del-cervo.html,"0",63,"0",1,26
93,index.php?option=com_k2&Itemid=204&id=1983&lang=it&view=item,it/consigli-di-viaggio/1225-capodanno-in-viaggio.html,"0",2,"0",1,27
94,index.php?option=com_k2&Itemid=264&id=1804&lang=it&view=item,it/montagna/1327-castello-di-avio.html,"0","0","0",1,28
97,index.php?option=com_k2&Itemid=293&id=2190&lang=it&view=item,it/mtb-news/1264-colorado-trail.html,"0",479,"0",1,30
98,index.php?option=com_k2&Itemid=264&id=1752&lang=it&view=item,it/viaggi/681-due-giorni-sul-delta-del-po.html,"0",110,"0",1,31
99,index.php?option=com_k2&Itemid=324&id=2632&lang=it&view=item,it/consigli-di-viaggio/1551-copie-tour-eiffel-nel-mondo.html,"0",240,"0",1,32
102,index.php?option=com_k2&Itemid=264&id=1814&lang=it&view=item,it/montagna/1477-cortina-no-vip.html,"0",1,"0",1,35
103,index.php?option=com_k2&Itemid=264&id=1812%3A&lang=it&view=item,it/eventi/1463-cortinatrip.html,"0",350,"0",1,36
106,index.php?option=com_k2&Itemid=264&id=1789&lang=it&view=item,it/consigli-di-viaggio/1234-il-castello-di-spoleto.html,"0",189,"0",1,38
107,index.php?option=com_k2&Itemid=266&id=1734&lang=it&view=item,it/malta-e-gozo/visitare-gozo.html,"0",68,"0",1,39
108,index.php?option=com_k2&Itemid=266&id=1732&lang=it&view=item,it/malta-e-gozo/visitare-malta.html,"0",75,"0",1,40
109,index.php?option=com_k2&Itemid=264&id=2622&lang=it&view=item,it/consigli-di-viaggio/1547-cosa-visitare-umbria-orientale.html,"0",479,"0",1,41
110,index.php?option=com_k2&Itemid=264&id=1806&lang=it&view=item,it/viaggi/1413-cucina-in-calabria.html,"0",208,"0",1,42
111,index.php?option=com_k2&Itemid=338&id=1781&lang=it&layout=item&view=item,it/firenze-tra-arte-e-cultura.html,"0",484,"0",1,43
112,index.php?option=com_k2&Itemid=266&id=1739&lang=it&view=item,it/consigli-di-viaggio/1226-sliema-malta.html,"0",2,"0",1,44
113,index.php?option=com_k2&Itemid=264&id=1755&lang=it&view=item,it/montagna/439-dolomiti-patrimonio-naturale-dellumanita-unesco.html,"0",3,"0",1,45
114,index.php?option=com_k2&Itemid=324&id=2637&lang=it&view=item,it/montagna/1559-elogio-alla-fotografia-tradizionale.html,"0",6,"0",1,46
115,index.php?option=com_k2&Itemid=247&id=2495&lang=it&view=item,it/altri-libri/1424-elogio-della-bicicletta-di-ivan-illich.html,"0",163,"0",1,47
116,index.php?option=com_k2&Itemid=204&id=2515&lang=it&view=item,it/asia-in-bici/1039-le-100-meraviglie-del-nostro-viaggio.html,"0",2,"0",1,48
118,index.php?option=com_k2&Itemid=287&id=2125&lang=it&view=item,it/asia-in-bici/879-i-5-sensi-di-un-ciclo-viaggiatore-in-thailandia.html,"0",123,"0",1,49
120,index.php?option=com_k2&Itemid=204&id=1963&lang=it&view=item,it/avventure/450-a-mostar.html,"0","0","0",1,51
121,index.php?option=com_k2&Itemid=204&id=1962&lang=it&view=item,it/avventure/441-voli-low-cost-da-londra-a-kuala-lumpur.html,"0",49,"0",1,52
127,index.php?option=com_k2&Itemid=287&id=2137&lang=it&view=item,it/asia-in-bici/903-da-pai-a-chiang-mai-in-bicicletta.html,"0",8,"0",1,56
128,index.php?option=com_k2&Itemid=286&id=2110&lang=it&view=item,it/asia-in-bici/939-cambogia-in-bicicletta-angkor.html,"0","0","0",1,57
131,index.php?option=com_k2&Itemid=286&id=2112&lang=it&view=item,it/asia-in-bici/941-cambogia-in-bici-homestay-ang-trapeang-e-birdwatch.html,"0",2,"0",1,58
135,index.php?option=com_k2&Itemid=264&id=1766&lang=it&view=item,it/montagna/770-arte-sella.html,"0",574,"0",1,62
136,index.php?option=com_k2&Itemid=204&id=1974&lang=it&view=item,it/asia-in-bici/898-il-mondo-in-orizzontale-senza-perdere-le-mutande.html,"0",29,"0",1,63
138,index.php?option=com_k2&Itemid=279&id=1672&lang=it&view=item,it/nuova-zelanda-tappe/212-alexandra-omarama.html,"0","0","0",1,53
140,index.php?option=com_k2&Itemid=279&id=1670&lang=it&view=item,it/nuova-zelanda-tappe/210-aorakimtcook-lake-tekapo.html,"0","0","0",1,59
144,index.php?option=com_k2&Itemid=287&id=2126&lang=it&view=item,it/asia-in-bici/882-ayutthaya-e-lopburi.html,"0",7,"0",1,65
145,index.php?option=com_k2&Itemid=287&id=2145&lang=it&view=item,it/asia-in-bici/968-thailandia-in-bici-bangkok-prachuap.html,"0",54,"0",1,66
148,index.php?option=com_k2&Itemid=264&id=1764&lang=it&view=item,it/viaggi/769-bergamo-alta.html,"0",1,"0",1,68
149,index.php?option=com_k2&Itemid=287&id=2130&lang=it&view=item,it/asia-in-bici/888-da-tak-a-mae-sariang.html,"0",73,"0",1,69
150,index.php?option=com_k2&Itemid=279&id=1664&lang=it&view=item,it/nuova-zelanda-tappe/186-mtegmont-village-new-plymouth.htmlbici-new-plymouth-nuova-zelanda.html,"0","0","0",1,70
151,index.php?option=com_k2&Itemid=287&id=2131&lang=it&view=item,it/asia-in-bici/889-sukhothai-e-phitsanulok.html,"0","0","0",1,71
152,index.php?option=com_k2&Itemid=287&id=2123&lang=it&view=item,it/asia-in-bici/878-lungo-la-valle-del-fiume-kwae.html,"0",4,"0",1,72
